pubmed_id_list,min_publication_date
31494268,2019 Jun
"31494268,31699778",2019 Jun
31699778,2019 Dec 1
"31699778,34329467",2019 Dec 1
31980531,2020 Feb 11
32009145,2020 Apr 6
32641828,2020 Sep
34129829,2021 Dec 16
34581668,2021 Sep 28
"8576257,11807090,17597759,19250909,22069333,22350887,25026213,25527291,27182664,27425610,28924046,29263404,29643511,30097011,30246024,30279270,30587574,34518685,35271311,36114200,36563856,36660824",1996 Feb 2
"8576257,16428300,17597759,22069333,25527291,27425610,29034082,34739193,36563856",1996 Feb 2
"9153201,30097011",1997 May 23
11807090,2002 Jan 21
"11807090,17597759,19250909,30097011,36563856",2002 Jan 21
"11807090,17597759,22069333,25527291,27425610,30097011,36563856",2002 Jan 21
"11807090,16365295,17597759,19250909,21041297,22069333,25275296,27182664,27425610,28134249,29326975,29643511,30097011,30279270,36074076,36563856",2002 Jan 21
"14517261,18678647,25527291,27173435,27182664,29537486,30097011,31638574,33619271,35271311,35355521,36563856",2008 Oct
16227972,2005 Nov 10
"17597759,22069333,36563856",2007 Jun 28
"17597759,22069333,25527291,27425610,30097011,30279270,31230944,33082289",2007 Jun 28
"17597759,27425610,30279270,31873223",2016 Jul 26
"17597759,31518855",2007 Jun 28
"17597759,27425610,30097011,36563856",2016 Jul 26
"17597759,25527291,27425610,30097011",2015 Feb 3
"17597759,22427669,25527291,27425610,31887036,36563856",2007 Jun 28
"17597759,21041297,22069333,25527291,27425610,30279270,31873223,35355521,36563856",2007 Jun 28
"17597759,22069333,25207809,27425610,32246052,36563856,36660824",2007 Jun 28
"17597759,22069333,30097011,30279270",2007 Jun 28
"17597759,30097011,30279270",2007 Jun 28
"17597759,25527291,27425610,30097011,31518855",2007 Jun 28
"17597759,27425610,30097011",2007 Jun 28
22350887,2012
"22434192,22797925,23862649",2012 Mar 20
"22939629,26344197,35546148,35831314",2012 Aug 31
24743594,2014 Jun 15
25207809,2014
"25527291,27425610,30097011,36563856",2015 Feb 3
"25527291,27425610,30097011",2016 Jul 26
"25768649,27425610",2016 Jul 26
"26496610,33567341",2015 Oct 22
"27425610,36563856",2016 Jul 26
"28581483,31157974",2017 Aug
30097011,2018 Aug 10
33037615,2021 Apr
"14976209,16009940,16189514,16884686,20975683,22693631,25416956,32296183,33961781,34599178",2004 Apr 30
16428300,2005 Dec
"18583345,19250909",2009 Feb 27
"14976209,16169070",2004 Apr 30
"10884424,10908344,15359278,15509568,17108083,18363965,18926833,19549727,21858012,21967848,22456510,22904075,24672041,24981860,25023518,25582440,26170230,26496610,27377895,31887036",2000 Jul 15
11714696,2002 Feb 1
12776193,2003 May 29
17108083,2006 Nov 28
"19410543,21443952,24837678,25582440,28031328,37633270",2009 May 1
"19410543,24837678,25582440,28031328,35271311,37633270",2009 May 1
"19549727,21816346,25582440",2009 Oct
"20061386,25582440,30700555",2010 Mar 19
"21900206,25582440",2015 Mar
"22592529,28031328",2012 Jun 1
"24981860,25582440",2014 Jul 10
25384975,2015 Jan
"25582440,26344197",2015 Mar
"25582440,28514442,33961781,34857952",2017 May 25
33607208,2021 Apr 28
"10884424,10908344",2000 Jul 5
"10884424,10908344,15359278,17720710,18245774,18363965,19549727,20064529,20675655,21422291,21549715,21858012,24958773,25582440,27377895,27569044,28514442,30367120,31873223,33508099,33961781,35313791,35355521",2000 Jul 15
"12776193,35313791",2022 Apr
"14585983,20080676,25582440,32366662",2010 Feb 2
"16169070,25582440,35355521",2005 Sep 23
"19410543,21443952,25582440,27569044,28514442,33961781,37633270",2009 May 1
"19410543,25582440,27569044,37633270",2009 May 1
"20061386,31873223",2010 Mar 19
"20080676,23339190",2010 Feb 2
"22939629,25737280",2015 Mar 1
14585983,2003 Nov
"10884424,10908344,17720710",2000 Jul 15
"8090726,8576257,9450543,9575161,10066826,14517261,15001357,17426036,19240029,23542176,24743594,27903893,33961781",1996 Feb 2
"9362508,20061386,31951392",1997 Nov 17
"9575161,18627766,19028681,23663701,33961781",2008 Sep 19
"9575161,11278995,12692129,16601690,22939629,25723849,33637724,33853758",1998 May 15
"9575161,15989956,16269333,18488021,22016339,25723849,26212014",2005 Jul 1
"9575161,21396940,24071738,28972136,33282879,33769697",1998 May 15
9575161,1998 May 15
"10713156,12504025,12925736,15103331,15107402,15572695,15983046,18794347,19158078,19240029,19412162,19581926,19767775,19818716,19995937,20081843,20160477,20181953,20181957,20832730,20852628,21220517,21242966,21577200,21670212,21807946,21822215,22017877,22323446,22334663,22608923,22711876,23085759,23297342,23322298,23370391,23478441,23750012,23928698,23962426,23972993,24022480,24145166,24292625,24337577,24438103,24487962,24667174,24828503,25043012,25149538,25585578,25628365,25654763,25778398,26100637,26124108,26407237,26631746,26990986,27008177,27203182,27338790,27565346,27899653,28049764,28805820,29142209,29279382,30190590,30898011,31560077,32251415,32333926,32493843,32494016,33010352,34133717,34195792,34342229,34352208,34537235,35947662,36481790,36585710",2000 Apr
"11278995,22939629",2012 Aug 31
11278995,2001 Jun 8
"11322894,22266820",2012 Jan 22
"11557750,12574167,15198682,15215316,15466472,16307917,16554822,16740632,16809764,16831871,17426036,17545168,17873020,18042044,18485199,18988734,19056735,19103148,19240029,19648119,20146531,20675402,20729196,21157430,21209460,21454478,21518764,21898230,21911421,22101235,22842904,23109339,23344957,25451919,26010904,26330542,27903893,28362432,28757353,29091030,29898993,32591478,34057440,34565360,35061295,36027913",2001 Nov 16
"11807090,19549727,20388495,22285184,32296183",2009 Oct
"12538761,19549727",2003 Feb 15
"12670957,19549727,19818714,35037691,36197986",2003 Jun 13
"12705856,31715145,34416429",2003 Apr
"14517261,19549727,19690564,32296183,33961781",2009
"14562029,19549727,19690564,32296183",2003 Oct 20
"14741369,21952639,29506131",2011 Oct 1
"15236971,27312108,28790309,29311602",2016 Aug
"15247280,18077445,19053840,19690564,33961781",2004 Aug 27
"15331633,35671810",2004 Sep 15
15930137,2005 Jun 14
"16189514,19549727,25416956,32296183,34643674",2005 Oct 20
"16189514,19549727,21516116,22493164,22529100,25416956,32296183",2005 Oct 20
"16314844,19690564,33650289,35114100",2006 Mar 2
"16549277,19690564",2009
16682404,2006 Jul 21
"16816390,21143188,22745133,23408431,25701873",2011 Mar 1
17006537,2006 Oct 18
"17006537,17069764,27312108,29311602,30017913",2006 Dec 15
"17132228,17183367",2006 Nov
"17229889,19549727",2009 Oct
17341663,2007 Jun 15
"17392790,19549727,22350887,24810856,27626314,30118695,31028095,31600868,33953350",2009 Oct
"17426036,19240029,21396940",2009 May 8
17543862,2007 Jun
"17588522,33020410",2007 Jun 22
17597759,2007 Jun 28
17719635,2008 Feb
"18298843,32296183",2008 Feb 25
"18331836,19690564,26711259,32296183",2008 May 16
18450452,2008 May 6
"18799729,19037258,19549727,20603330,21737450,24044920,24438103,27697924,28453520,31387940,33511555",2008 Dec 15
"19164295,19549727,22596162,26926424,30413534",2009 Oct
19264966,2009 Mar 24
"19475398,19826003,20080579,26329581,32307883",2009
"19549727,21571784,28625874,31209351,33961781",2009 Oct
"19549727,33961781",2021 May 27
"19549727,26811492,28335037",2009 Oct
"19549727,21143188,36481767",2009 Oct
"19549727,27312108",2009 Oct
"19549727,21143188,27929086,34016972,34650049,35217669",2009 Oct
"19549727,21143188,22493164",2009 Oct
"19549727,21571784,27411375,32296183",2009 Oct
"19549727,25416956,33744966,34692086",2009 Oct
"19549727,32614325",2009 Oct
"19549727,19690564,22797923,32296183",2009
"19549727,19690564,25416956",2009 Oct
19578373,2009 Aug
"19690564,22939629",2012 Aug 31
"19690564,22890573",2009
"19690564,21597459,26018823,28763789,31929179",2011 Dec
"19690564,32265276",2009
"19690564,25416956,32296183",2009
"19741096,33657094,36136752",2009 Nov
20129063,2010 Jan 15
20160012,2010 May
20302626,2010 Mar 19
20378537,2010 Jun 4
"20804422,25723849",2010 Aug
"20858899,24709419,25723849,32669362",2010 Nov 19
"20864041,31028095",2019 Jun
"21143188,25416956,32296183",2011 Mar 1
"21143188,31176697,32296183",2011 Mar 1
"21143188,36681779",2011 Mar 1
"21143188,31802035,32641828",2011 Mar 1
"21516116,25416956,32296183,36197986",2011 Jun
"21625211,25117710",2011 Dec 1
"21685362,21734303,29707137",2011 Aug 26
"22124327,24071738,24403071,26752685,32049508,32296183,33961781,35927303",2012 Feb 1
22825849,2012 Sep 7
23131556,2012 Dec 7
"23479728,25723849,26949039,27162139",2013 Apr 26
23838290,2013 Aug 2
"24211586,32296183",2014 Jan 3
"24393003,32296183,36481767",2020 Apr
25030448,2014 Aug 5
25270598,2014 Oct 1
25327252,2015 Jan 8
"25416956,32194692,32296183",2020 Apr
"25723849,28747490,30017913",2017 Sep
"25723849,27295432",2016 Jul 5
26037928,2015 Jul 17
26344096,2015 Sep 17
"26508657,27462807,31501315",2015 Dec
"26909574,33470442,34027417,34489457",2016 Apr 7
"27387505,31511573",2019 Sep 11
27903893,2017 Feb 28
"29311602,31087003",2019 Sep 1
29311602,2018 Jan 8
29323787,2018 Mar
"29506131,30104358,31481468,33170271,33961781,34581668",2018 Aug 28
"29715200,33991522",2018 Jul 2
31434570,2019 Aug 21
31951392,2020 Feb 25
"33853758,33961781",2021 Jan-Jun
34634443,2022 Feb
14562029,2003 Oct 20
11274149,2001 Jun 1
10066826,1999 Mar 12
11557750,2001 Nov 16
"7724550,9182527,9990509,19325566,23695783,24743594,26216987,27902311,29643511,30920720,35025136,36114200",1997 Jun 13
"10531035,27503909",1999 Oct 21
"11574546,16751180,17116465,17452440,17609381,20625400,20854419,21070969,21226479,21828050,22215675,22334663,23086937,23387299,23455478,23607312,23677995,24210661,24292625,24298020,24949976,25278611,25659039,26475525,27001857,27220849,27561354,27621311,27641145,28114281,29079575,30244836,30352932,31560077,31772275,33156908,34133717,34195792,35551201,36481790,36585710,36693379",2001 Nov 23
"11676916,14612456,15447663,15911628,15936278,16275660,19237536,20466727,20675402,21358815,21518764,22350907,23695783,23973223,25684577,28134249,28431247,28757353,29326975,30107089,31596601,32723828,33619536,34057440,36027913,36597993",2001 Oct 16
"11714696,19287380,21127351,23027739,26949039,29643511,33208877,35980206",2009 Apr
"11724934,14593114,21987572,23695783,32916628,36074076",2001 Dec 4
"11724934,22496338,25723849,26245901,29643511,30017913",2001 Dec 4
"11739784,12956947,15256223,16365295,19826003,20383333,24930963,25161877,25306923,25825779,34942047",2001 Dec
"11782429,14990566,22889411,29496391",2002 Jan 15
"11807090,11912157,19182791,19549727,29643511,32296183",2002 Jan 21
"12036302,21461837,36074076",2002 Jun
"12036302,19690564,28345603,36744302",2002 Jun
"12140560,16682404",2006 Jul 21
"12670957,19549727,19818714",2003 Jun 13
"12878161,18312418,19549727",2003 Aug 1
"14517261,19549727,19690564,24901938,26186194,26475854,28514442,33961781",2003 Oct 1
"14517261,25723849,29643511,34551297",2003 Oct 1
"14562029,15231748,19549727,19690564,32296183",2003 Oct 20
"14661060,20525694",2004 Mar 4
"15103385,16931761,21625211,36650277",2004 May 6
15581609,2004 Dec 3
"16213503,25723849,26393420,26949039,29643511,34314700,35032548",2015 Apr 15
"16365295,20061386,20484052,22582951",2010 Jul 23
"16729033,21113135,22902369",2006 Dec
16996030,2006 Nov 10
"17006537,26789245,29643511,30017913,36631489",2006 Oct 18
"17006537,29643511,36631489",2006 Oct 18
17363573,2007 Mar 15
"17418098,19549727,22350887,27425606,29117863,29643511",2007 May 25
"17568776,18006823,18344599,19043414,19483087,20452352,21084285,23449389",2007 Jul 11
"17580310,17597759,19250909,28134249,29643511",2007 Aug 10
17848550,2007 Nov 23
"18206970,19549727",2009 Oct
"18213395,19407830,19690564,28763789,31929179,35048531",2008 Jan 23
"18313049,19690564",2008 Apr 15
"18819927,19690564,23418353,32296183,33139700,35343654",2008 Sep
"19196968,19690564,29643511",2009
"19256485,22215675",2009 Apr 21
19484123,2009 Jun 1
"19549727,26186194,28514442,28625874,29643511,33961781",2009 Oct
"19549727,26186194,28514442,29643511,33961781",2015 Jul 16
"19549727,32416094,36114200",2009 Oct
"19549727,33545631",2009 Oct
"19549727,23973461,25801170,31048496",2009 Oct
"19549727,29643511",2009 Oct
"19549727,36481767",2009 Oct
"19549727,21068390",2009 Oct
"19549727,19690564,23530056,26656854,28647409,36142504",2009
"19549727,22992278,23277564,23418353,29643511,32296183,32645369,33607208,35542047",2012 Sep 19
"19549727,22493164,32296183",2012 Jul
"19549727,22084099",2011 Nov 29
"19549727,19690564,29626159,32296183",2009 Oct
"19549727,24438103,36395886,36608670",2014 Feb
"19615732,20725033,22325355,23287719,26186194,26752685,28514442,30718280,32049508,32296183,33961781,35210618",2009 Jul 23
"19690564,26656854,35246518",2016 Jan
"19690564,31048496",2019 May 28
"19690564,29643511,33650289,35114100,35887194",2009
"19690564,26711259,29643511",2009
"19690564,25747658",2009
"19741096,22308378,23727017,29643511,31368599,31819032,35459736",2009 Nov
"19953087,20064473,20542005,22496338,23695783,27182664,27932573,28972136,29643511,33282879",2009
"20696396,21317885,25801170,29326975,35669517",2011 Mar
"20804422,25723849,29643511",2010 Aug
"20864041,29643511",2010 Sep 24
20870715,2010 Nov 26
21030588,2011 Jan 7
"21143188,23408431,25701873",2011 Mar 1
"21143188,36192394",2011 Mar 1
"21143188,32296183",2011 Mar 1
"21685362,30079210",2011 Jun 15
"21764995,23695783",2011 Nov
"22086907,35205757",2022 Feb 17
"22496338,25071155,25723849,35331737",2012 Aug
"22496338,29643511",2018 Apr
"22939629,34857952",2012 Aug 31
"23695783,23871895",2013 Nov 15
"23695783,32296183",2020 Apr
"24211586,32296183,33961781",2014 Jan 3
"24393003,36481767",2014 Mar 15
"25723849,29518962",2018 Mar 7
"25723849,27182664",2015 Apr 15
"25882839,29643511",2015 May 29
"26344096,34795264",2021 Nov 18
26451611,2015 Oct 27
"26488816,27779380,29073062,33093067",2016 Dec 16
27273569,2016 Jun 7
"28286521,33812169",2017
"28322253,31241013",2017 May
"29643511,35671810",2018 Apr
"29643511,30529286,36331508",2018 Apr
"29643511,33853758",2021 Jan-Jun
"29643511,30095198",2018 Apr
"29643511,31087003",2018 Apr
"29643511,33607208,35918322",2018 Apr
"29643511,36354374",2018 Apr
30718280,2019 Mar 22
"32296183,32937373",2020 Apr
35065966,2022 Mar
36189882,2022 Nov 28
12036302,2002 Jun
10848595,2000 Jul
10918611,2000 Jul 20
"9990509,11486026,23695783,24743594,31492752",2001 Sep
"11027288,11245432,12565873,14676825,15601839,15949444,16861890,17452440,17965458,18498745,18851830,19782033,20484041,20596027,20638939,21035370,21228219,21572392,22113614,22334663,22570418,23213400,23357576,23940030,24157836,24360965,24667174,25499913,25542213,25593308,25721664,25727006,25883150,25982117,26085330,26725323,26818844,27462452,27716508,27910872,28614300,29198712,29738775,29891922,29999490,30042095,30237511,31138683,31560077,31868589,31911655,32051583,32140073,32350066,33288900,34195792,35231559,35487060,35982156,36688959",2000 Nov
"11435423,19549727",2001 Aug 31
"11714696,32029551",2002 Feb 1
"11743028,19153604,19713937,19913553,20618441,20675402,20704274,20943656,21518764,21625540,22551455,23625928,23695783,23696636,23865999,24043303,25258038,26280536,27390342,28059128,28396517,28757353,32401531,32483383,33775711,34057440,35148989,35398354,36027913",2009 Feb 18
"11912157,19549727,23268447",2002 Mar 15
"12438698,20061386",2002 Nov 26
"12629548,17006537,17682061,21292167,35274759",2006 Oct 18
"12646171,20237263,23695783",2010 Mar 17
"12670957,19549727",2009 Oct
"14562029,19549727,19690564,28292929",2003 Oct 20
"14765125,18541373",2004 Feb 25
"15247280,19690564",2004 Aug 27
"15466860,20017557,20696396,23550736,33362245",2004 Dec 17
"15611659,19690564",2009
"15930137,22223637",2005 Jun 14
"16189514,19549727,23277564,32296183",2005 Oct 20
"16189514,19549727,25416956,32296183",2009 Oct
16714087,2006 Jun
"17006537,21292167,21455180,29246782,30017913,32246052,34157307,34518544,36192478,36660824,36720498",2006 Oct 18
"17420289,19393081",2007 Apr 9
"17719635,19549727",2008 Feb
18093972,2008 Feb 22
"18641638,20484049,20621832,20804422,23959799,24089522,24821572,24828823,25723849,28169289,28881580,32010791,32737433",2008 Aug
"18722180,27653696",2008 Aug 22
"18799573,19549727,26212332",2008 Dec
"18948756,22373579,23233665,28244869",2008 Nov 1
"19500350,22373579,24518117,28244869,33022275",2009 Jun 5
"19549727,19690564,28514442,32296183,33961781",2009
"19549727,22350887,29117863,34445801",2009 Oct
"19549727,28625874",2017 Nov
"19549727,21143188,34584221",2009 Oct
"19549727,19690564,23530056,25416956",2009 Oct
"19549727,34017102",2021 Nov
"19549727,22626734,31628103",2009 Oct
"19549727,24019521,27485036",2013 Oct 25
"19690564,27114453,30392931",2016 Jul
"19690564,35087074",2009
"19690564,33650289",2009
"19690564,26711259",2009
"19690564,24239288",2013 Dec 12
"19690564,21597459,28763789,31929179",2009
"19690564,21423175,23652010",2011 Apr
20170641,2010 Mar 19
"20484049,20858899,21402695,23644597,25438670,25723849,28611047,30021006,33430646,35403872,35406379",2010 Jul 23
"20624960,25723849",2010 Jul 27
20631078,2010 Aug 1
"20638939,24438103,27234298,27910872",2010 Sep 15
"21143188,22745133,23408431,25701873",2011 Mar 1
"21461837,22626734",2012 Nov
"21532592,30587576",2011 Jun 2
"21685362,32727844",2011 Jun 15
"21726812,25172487",2014 Oct 1
"21726816,24837678",2011 Jul 8
21795677,2011 Sep 16
"21825151,25327252",2011 Aug 23
"22626734,23695783,30659120,35355508",2012 Nov
"22626734,23695783",2012 Nov
"22626734,23695782,23695783,25241935,31628103",2013 Sep
"22904187,35503863",2012 Aug 28
"23644597,25266661,25723849,33107021,33484499,34732716,35331737",2013 Jun
"23644597,25723849,30017913,31578285",2013 Jun
"23644597,23695783,27339899,28972136,30021006,33282879",2013 Sep
23974797,2013 Oct 16
"24211586,30804013,32296183,32483419",2014 Jan 3
"24403071,25416956,26752685,32049508,32296183,32842143",2014 Feb 21
"24912152,30804013,32483419",2014 Jun 10
"25723849,34404733",2015 Apr 15
"25723849,26389696",2015 Nov
25773598,2015 Apr 2
