I#ID	Name
G5150	ZNF33B
G5151	ZNF35
G5152	ZKSCAN1
G5153	ZNF37A
G5154	ZSCAN21
G5155	ZNF41
G5156	MZF1
G5157	ZNF43
G5158	ZNF45
G5159	ZBTB25
G5160	ZNF66
G5161	ZNF69
G5162	ZNF70
G5163	ZNF74
G5164	ZNF75D
G5165	ZNF75A
G5166	ZNF76
G5167	ZNF79
G5168	ZNF80
G5169	ZNF84
G5170	ZNF221
G5171	ZNF85
G5172	ZNF90
G5173	ZNF91
G5174	ZNF99
G5175	ZNF121
G5176	ZNF124
G5177	MKRN3
G5178	ZNF131
G5179	ZNF133
G5180	ZNF134
G5181	ZNF135
G5182	ZNF136
G5183	ZNF137P
G5184	ZNF138
G5185	ZNF140
G5186	ZNF141
G5187	ZNF142
G5188	ZNF143
G5189	PCGF2
G5190	ZBTB16
G5191	ZNF146
G5192	TRIM25
G5193	ZNF148
G5194	ZBTB17
G5195	ZNF154
G5196	ZNF155
G5197	ZNF157
G5198	VEZF1
G5199	ZNF165
G5200	TRIM26
G5201	ZNF174
G5202	ZNF175
G5203	ZNF177
G5204	RNF112
G5205	ZNF180
G5206	RNF113A
G5207	ZNF184
G5208	ZNF185
G5209	ZSCAN26
G5210	ZNF189
G5211	ZKSCAN8
G5212	ZSCAN9
G5213	ZNF195
G5214	ZMYM2
G5215	ZNF200
G5216	ZNF202
G5217	ZNF205
G5218	ZNF207
G5219	ZNF208
G5220	ZNF213
G5221	ZNF214
G5222	ZNF215
G5223	ZFAND5
G5224	ZNF217
G5225	ZNF223
G5226	ZNF224
G5227	ZNF225
G5228	ZNF226
G5229	ZNF227
G5230	ZNF112
G5231	ZNF229
G5232	ZNF230
G5233	ZNF232
G5234	ZNF236
G5235	SLC30A1
G5236	SLC30A2
G5237	SLC30A3
G5238	SLC30A4
G5239	ZP2
G5240	ZP3
G5241	MAP3K12
G5242	ZXDA
G5243	ZYX
G5244	LUZP1
G5245	PRDM2
G5246	DNALI1
G5247	PTP4A1
G5248	LRP8
G5249	LAPTM5
G5250	BSND
G5251	CSDE1
G5252	EVI5
G5253	DAP3
G5254	NPHS2
G5255	BTG2
G5256	PXDN
G5257	ALMS1
G5258	MOGS
G5259	RNF103
G5260	TUBA1A
G5261	PAX8
G5262	IL1R2
G5263	MALL
G5264	CXCR4
G5265	FZD5
G5266	SCG2
G5267	BRPF1
G5268	IFRD2
G5269	MAPKAPK3
G5270	SEMA3B
G5271	SLMAP
G5272	MANF
G5273	USP7
G5274	RAB7A
G5275	KCNAB1
G5276	SLBP
G5277	ST8SIA4
G5278	REEP5
G5279	DEK
G5280	ALDH5A1
G5281	PRRC2A
G5282	BAG6
G5283	GPANK1
G5284	DDX39B
G5285	ABHD16A
G5286	SLC39A7
G5287	HSD17B8
G5288	OR2H2
G5289	NELFE
G5290	LST1
G5291	PLA2G7
G5292	TFEB
G5293	EPM2A
G5294	AIMP2
G5295	MAFK
G5296	FZD3
G5297	MTERF1
G5298	SEM1
G5299	TFPI2
G5300	ST7
G5301	ARHGEF5
G5302	ZNF212
G5303	TUSC3
G5304	UBXN8
G5305	KAT6A
G5306	PSCA
G5307	GLRA3
G5308	NR4A3
G5309	BRD3
G5310	NUP214
G5311	LHX3
G5312	STAM
G5313	MLLT10
G5314	CUBN
G5315	CCDC6
G5316	NCOA4
G5317	SLC25A16
G5318	SHOC2
G5319	ADAM12
G5320	RASSF7
G5321	CSRP3
G5322	PDHX
G5323	FOSL1
G5324	CUL5
G5325	PTP4A2
G5326	FGF23
G5327	MFAP5
G5328	USP5
G5329	MLF2
G5330	SSPN
G5331	KMT2D
G5332	AAAS
G5333	FXR1
G5334	YEATS4
G5335	HMGA2
G5336	ALX1
G5337	CDK2AP1
G5338	IFT88
G5339	PABPN1
G5340	DPF3
G5341	TCL1A
G5342	AP3B2
G5343	PWAR5
G5344	ANP32A
G5345	ST8SIA2
G5346	NPRL3
G5347	GAN
G5348	SLC7A5
G5349	TAF15
G5350	RND2
G5351	COIL
G5352	AKAP1
G5353	SLC14A2
G5354	MADCAM1
G5355	SF3A2
G5356	ELL
G5357	ZNF239
G5358	SYMPK
G5359	MIA
G5360	CLPP
G5361	DPF1
G5362	MKKS
G5363	GDF5
G5364	NCOA3
G5365	NRIP1
G5366	CHAF1B
G5367	GATD3
G5368	DGCR6
G5369	LZTR1
G5370	CLTCL1
G5371	ESS2
G5372	SYN3
G5373	GTPBP6
G5374	PUDP
G5375	AKAP17A
G5376	PNPLA4
G5377	ZRSR2
G5378	USP11
G5379	USP9X
G5380	RBM10
G5381	KDM5C
G5382	SMC1A
G5383	NAA10
G5384	F8A1
G5385	UBL4A
G5386	TMEM187
G5387	LAGE3
G5388	SLC10A3
G5389	TKTL1
G5390	KDM5D
G5391	USP9Y
G5392	EPX
G5393	ARID1A
G5394	H3-4
G5395	DYSF
G5396	COLQ
G5397	SERF1A
G5398	H4C9
G5399	TRRAP
G5400	PICALM
G5401	KLRC4
G5402	SNN
G5403	ACOX2
G5404	ACOX3
G5405	AXIN1
G5406	AXIN2
G5407	BAP1
G5408	BRAP
G5409	CDC7
G5410	CDC45
G5411	EOMES
G5412	FZD1
G5413	FZD4
G5414	FZD6
G5415	FZD7
G5416	FZD8
G5417	FZD9
G5418	GFI1B
G5419	H2AC13
G5420	H2AC15
G5421	H2AC14
G5422	H2AC16
G5423	H2AC6
G5424	H2AC4
G5425	H2AC17
G5426	H2AC18
G5427	H2AC20
G5428	H2BC8
G5429	H2BC13
G5430	H2BC15
G5431	H2BC14
G5432	H2BC7
G5433	H2BC6
G5434	H2BC9
G5435	H2BC10
G5436	H2BC4
G5437	H2BC17
G5438	H2BC21
G5439	H3C1
G5440	H3C4
G5441	H3C3
G5442	H3C6
G5443	H3C11
G5444	H3C8
G5445	H3C12
G5446	H3C10
G5447	H3C2
G5448	H4C1
G5449	H4C4
G5450	H4C6
G5451	H4C12
G5452	H4C11
G5453	H4C3
G5454	H4C8
G5455	H4C2
G5456	H4C5
G5457	H4C13
G5458	H4C7
G5459	H4C14
G5460	HYAL3
G5461	MAD1L1
G5462	NME5
G5463	OR1A1
G5464	OR1E1
G5465	OR1E2
G5466	OR1G1
G5467	PIP5K1A
G5468	PIP5K1B
G5469	PIP4K2B
G5470	PLA2G6
G5471	PLA2G10
G5472	SLC25A11
G5473	SOX14
G5474	SPARCL1
G5475	SPOP
G5476	SRPX
G5477	TAGLN2
G5478	ULK1
G5479	UXT
G5480	EEA1
G5481	BCAR3
G5482	ANXA9
G5483	STX7
G5484	CMAHP
G5485	BFSP2
G5486	SNHG3
G5487	BBOX1
G5488	LTBP4
G5489	ZNF282
G5490	STK24
G5491	NR0B2
G5492	UTF1
G5493	RECK
G5494	SOAT2
G5495	CAVIN2
G5496	RASAL1
G5497	RAD54L
G5498	NSMAF
G5499	NCK2
G5500	GNPAT
G5501	DYRK3
G5502	DYRK2
G5503	DUSP11
G5504	DOC2B
G5505	DOC2A
G5506	DHX16
G5507	CUL4B
G5508	CUL4A
G5509	CUL3
G5510	CUL2
G5511	CUL1
G5512	ATRN
G5513	FOXN1
G5514	TTF2
G5515	TPST2
G5516	TPST1
G5517	KLF11
G5518	TEAD2
G5519	SUPT3H
G5520	SMARCA5
G5521	FKBP6
G5522	SORBS2
G5523	IRS4
G5524	OGT
G5525	CDC42BPA
G5526	GPR65
G5527	HIRIP3
G5528	RAE1
G5529	OFD1
G5530	SEMA7A
G5531	CILP
G5532	GALR3
G5533	GEMIN2
G5534	RGS5
G5535	MAP4K3
G5536	PRSS12
G5537	PPM1D
G5538	PPFIBP2
G5539	PPFIBP1
G5540	PPFIA4
G5541	RANBP3
G5542	PPFIA2
G5543	PPFIA1
G5544	SLC43A1
G5545	PKP4
G5546	PIK3R3
G5547	PEX3
G5548	PARG
G5549	CNTNAP1
G5550	ENC1
G5551	NIPSNAP1
G5552	NDST2
G5553	MMP23B
G5554	LIPF
G5555	KCNAB2
G5556	ITGA10
G5557	ITGA8
G5558	IKBKG
G5559	ELP1
G5560	IFITM1
G5561	HAT1
G5562	GCM1
G5563	GAS7
G5564	DGKZ
G5565	DGKE
G5566	DGKD
G5567	DDO
G5568	CYP4F2
G5569	CST7
G5570	YBX3
G5571	CPZ
G5572	COPS3
G5573	CHST1
G5574	CBX4
G5575	CAMK1
G5576	BCAS1
G5577	BARX2
G5578	API5
G5579	AGPS
G5580	PPFIA3
G5581	APOL1
G5582	LMO4
G5583	PIR
G5584	CGGBP1
G5585	AP3B1
G5586	FCN3
G5587	BLZF1
G5588	LGR5
G5589	MAPKAPK5
G5590	BHLHE40
G5591	PIAS1
G5592	CDC14B
G5593	CDC14A
G5594	TCAP
G5595	CDK10
G5596	PRPF18
G5597	DEGS1
G5598	DENR
G5599	THOC5
G5600	KMO
G5601	YARS1
G5602	PDXK
G5603	MADD
G5604	RRP1
G5605	MKNK1
G5606	KHSRP
G5607	PDLIM4
G5608	CASK
G5609	AKR7A2
G5610	PRKRA
G5611	STK16
G5612	TMEFF1
G5613	SCARF1
G5614	LY6D
G5615	OR6A2
G5616	TNFSF11
G5617	RGS20
G5618	NOP14
G5619	FAM193A
G5620	SLC25A12
G5621	PLA2G4C
G5622	RUVBL1
G5623	RDH16
G5624	KLF7
G5625	PLPP1
G5626	PLPP2
G5627	PLPP3
G5628	STC2
G5629	USO1
G5630	CADPS
G5631	NPFF
G5632	CDK13
G5633	PDE8B
G5634	ASMTL
G5635	PSMG1
G5636	RFXANK
G5637	TP63
G5638	JRK
G5639	HSD17B6
G5640	SKAP1
G5641	DNAH17
G5642	UNC5C
G5643	RTCA
G5644	RNASET2
G5645	SSNA1
G5646	EIF4EBP3
G5647	OASL
G5648	AOC3
G5649	PCDHGB4
G5650	DCHS1
G5651	PTCH2
G5652	AKR1C3
G5653	KCNK5
G5654	CHRD
G5655	ABCB11
G5656	NCOA1
G5657	LAMTOR3
G5658	NUMB
G5659	SOCS1
G5660	DDX3Y
G5661	PDE5A
G5662	DYNLL1
G5663	TNKS
G5664	ALDH4A1
G5665	IRS2
G5666	EIF3A
G5667	EIF3B
G5668	EIF3C
G5669	EIF3D
G5670	EIF3F
G5671	EIF3G
G5672	EIF3H
G5673	EIF3I
G5674	EIF3J
G5675	SLC4A4
G5676	EIF4G3
G5677	VAMP8
G5678	VAMP4
G5679	STX16
G5680	STX11
G5681	STX10
G5682	BECN1
G5683	JMJD7-PLA2G4B
G5684	PEA15
G5685	SRSF9
G5686	MARCO
G5687	KRT38
G5688	KRT37
G5689	KRT36
G5690	JRKL
G5691	HYAL2
G5692	GALNT4
G5693	DGAT1
G5694	CDC23
G5695	S1PR4
G5696	DNAH11
G5697	B4GALT4
G5698	B4GALT3
G5699	B4GALT2
G5700	B3GALT4
G5701	B3GALNT1
G5702	B3GALT2
G5703	B3GALT1
G5704	SERPINB7
G5705	TNK1
G5706	PAGE1
G5707	ABCC3
G5708	NOL4
G5709	TRADD
G5710	TNFRSF25
G5711	MBTPS1
G5712	EDF1
G5713	CTSF
G5714	SNX4
G5715	SNX3
G5716	URI1
G5717	EED
G5718	CTNNAL1
G5719	ADAM19
G5720	GBF1
G5721	RNMT
G5722	RNGTT
G5723	GPAA1
G5724	MYH13
G5725	MYOM1
G5726	RIPK1
G5727	CRADD
G5728	HRK
G5729	TNFSF14
G5730	TNFSF13
G5731	TNFSF12
G5732	TNFSF10
G5733	TNFSF9
G5734	ADAM23
G5735	ADAM21
G5736	ADAM20
G5737	ADAM18
G5738	ADAM15
G5739	ADAM9
G5740	ADAM7
G5741	CDS2
G5742	PABPC4
G5743	CD164
G5744	TNFRSF14
G5745	RAB11A
G5746	RIPK2
G5747	TNFRSF6B
G5748	FADD
G5749	SNAP23
G5750	NAPG
G5751	NAPA
G5752	MTMR1
G5753	MPDZ
G5754	SIGLEC5
G5755	RIOK3
G5756	TNFRSF18
G5757	MATN4
G5758	RGS11
G5759	RGS9
G5760	DLK1
G5761	FBP2
G5762	FPGT
G5763	TNFRSF11A
G5764	TNFRSF10D
G5765	TNFRSF10C
G5766	TNFRSF10B
G5767	SCEL
G5768	TNFRSF10A
G5769	DYRK4
G5770	PEX11B
G5771	PEX11A
G5772	SUCLG2
G5773	SUCLG1
G5774	SUCLA2
G5775	CREG1
G5776	TRIM24
G5777	IL18RAP
G5778	IL1RL2
G5779	IL18R1
G5780	GALR2
G5781	CCNK
G5782	DPM1
G5783	CDKL1
G5784	BANF1
G5785	DCAF5
G5786	FGF18
G5787	DPM2
G5788	SAP30
G5789	HESX1
G5790	INPP4B
G5791	FGF17
G5792	FGF16
G5793	CES2
G5794	LIN7A
G5795	IQGAP1
G5796	NRP2
G5797	NRP1
G5798	SYNGAP1
G5799	CD84
G5800	GMPS
G5801	TMEM11
G5802	SOCS2
G5803	GGH
G5804	CFLAR
G5805	CCN6
G5806	CCN5
G5807	CCN4
G5808	HDAC3
G5809	PROM1
G5810	KSR1
G5811	ALKBH1
G5812	DLEU2
G5813	TSC22D1
G5814	KAT2B
G5815	CDK5R1
G5816	AKAP4
G5817	ASAP2
G5818	ALDH1A2
G5819	NR1I2
G5820	FCGBP
G5821	PROZ
G5822	STK19
G5823	LDB1
G5824	APLN
G5825	PER3
G5826	PER2
G5827	SYNJ1
G5828	ST3GAL5
G5829	IER3
G5830	SYNJ2
G5831	CDC123
G5832	ARHGEF7
G5833	VNN2
G5834	VNN1
G5835	SPHK1
G5836	SQSTM1
G5837	SGPL1
G5838	FUBP1
G5839	CDC16
G5840	ZPR1
G5841	NAE1
G5842	SLC5A6
G5843	DDX18
G5844	TAX1BP1
G5845	MCM3AP
G5846	EIF2B4
G5847	EIF2B3
G5848	EIF2B2
G5849	EIF2B5
G5850	EIF2S2
G5851	CPNE3
G5852	BUD31
G5853	MTMR3
G5854	MTMR2
G5855	CCNA1
G5856	CPNE1
G5857	AP1S2
G5858	AP1G2
G5859	AP1M1
G5860	GYG2
G5861	ENDOU
G5862	SGCE
G5863	CACNA1I
G5864	CACNA1H
G5865	CACNA1G
G5866	TIMELESS
G5867	BCL10
G5868	HERC3
G5869	HERC2
G5870	HERC1
G5871	SNURF
G5872	BSN
G5873	FOXH1
G5874	PHOX2B
G5875	MBD4
G5876	MBD2
G5877	RTL8C
G5878	RAB29
G5879	SKAP2
G5880	WASF1
G5881	BAIAP3
G5882	FUBP3
G5883	TOP3B
G5884	CDK5R2
G5885	KYNU
G5886	AP3D1
G5887	BTRC
G5888	H3C7
G5889	H2AC11
G5890	H2BC11
G5891	H1-10
G5892	MGAM
G5893	CHRNA6
G5894	P4HA2
G5895	USP13
G5896	WASL
G5897	PLOD3
G5898	RPS6KA4
G5899	STBD1
G5900	HSPB3
G5901	TRPA1
G5902	SELENBP1
G5903	ATP6V0E1
G5904	PGLYRP1
G5905	LIMD1
G5906	TNFSF18
G5907	NOL3
G5908	KALRN
G5909	CDKL2
G5910	HAP1
G5911	F2RL3
G5912	TAF1C
G5913	TAF1B
G5914	TAF1A
G5915	SLC25A14
G5916	MPZL1
G5917	MAP3K14
G5918	SOCS3
G5919	CLIC3
G5920	CH25H
G5921	BRSK2
G5922	RNF8
G5923	HIP1R
G5924	NAT8
G5925	RHBDL1
G5926	BAZ1B
G5927	TM4SF5
G5928	PKD2L1
G5929	CCRL2
G5930	UBA3
G5931	UBE2M
G5932	SPAG9
G5933	BTAF1
G5934	RPL14
G5935	DOK2
G5936	SH2D2A
G5937	ARTN
G5938	AIP
G5939	PSTPIP2
G5940	PSTPIP1
G5941	GPRC5A
G5942	MAP7
G5943	NFS1
G5944	PRC1
G5945	SLC7A7
G5946	SLC7A6
G5947	SLC13A2
G5948	PAPSS2
G5949	PAPSS1
G5950	PIAS2
G5951	MAP3K6
G5952	SYT7
G5953	ANGPTL1
G5954	CLDN12
G5955	ASH2L
G5956	CLDN10
G5957	CLDN8
G5958	CLDN6
G5959	CLDN2
G5960	CLDN1
G5961	DIRAS3
G5962	LDB2
G5963	CLDN9
G5964	PRY
G5965	XKRY
G5966	BPY2
G5967	VCY
G5968	CDY1
G5969	EIF1AY
G5970	TMSB4Y
G5971	PKMYT1
G5972	PIGQ
G5973	SART1
G5974	DNAJA3
G5975	UNC119
G5976	TBX19
G5977	TBX18
G5978	USP14
G5979	USP6
G5980	USP2
G5981	USP10
G5982	USP8
G5983	FCGR2C
G5984	RGN
G5985	MTMR6
G5986	MTMR7
G5987	MTMR4
G5988	NMI
G5989	MTA1
G5990	LATS1
G5991	ATP6V0D1
G5992	SEC22C
G5993	INA
G5994	KRT75
G5995	SLC16A6
G5996	SLC16A5
G5997	SLC16A4
G5998	SLC16A3
G5999	PDLIM1
G6000	CNOT9
G6001	SMC3
G6002	P2RX6
G6003	PRPF4
G6004	PRPF3
G6005	FAM50A
G6006	AIFM1
G6007	KCNQ4
G6008	CCNB2
G6009	CCNE2
G6010	RABEP1
G6011	RRP9
G6012	ARHGEF1
G6013	CBFA2T2
G6014	ATG12
G6015	PDCD5
G6016	SYNGR3
G6017	SYNGR2
G6018	SYNGR1
G6019	HGS
G6020	NEMF
G6021	NEURL1
G6022	DYRK1B
G6023	CTDP1
G6024	SLC6A5
G6025	SLC28A2
G6026	SLC28A1
G6027	EXO1
G6028	FIBP
G6029	PCSK7
G6030	DGKI
G6031	EBAG9
G6032	COX7A2L
G6033	TMSB10
G6034	SCAF11
G6035	LPAR2
G6036	MYOM2
G6037	IL1RL1
G6038	MAP3K13
G6039	HTR3B
G6040	AP4M1
G6041	OSMR
G6042	ARHGEF2
G6043	RASSF9
G6044	ZW10
G6045	BUB3
G6046	REPS2
G6047	SLC24A1
G6048	DDX21
G6049	ZBED1
G6050	DEDD
G6051	SLC16A7
G6052	KCNAB3
G6053	SLC33A1
G6054	HACD1
G6055	DCLK1
G6056	ZMYM4
G6057	ZMYM3
G6058	ZMYM6
G6059	ZMYM5
G6060	LRRFIP1
G6061	LRRFIP2
G6062	BMP15
G6063	LGI1
G6064	AURKB
G6065	XPR1
G6066	FCMR
G6067	LARGE1
G6068	VAPB
G6069	VAPA
G6070	MTA2
G6071	NOLC1
G6072	MAGI1
G6073	LRAT
G6074	DLGAP2
G6075	DLGAP1
G6076	RAB11B
G6077	DLG5
G6078	PTTG1
G6079	IL32
G6080	CCPG1
G6081	TBRG4
G6082	PNMA1
G6083	NOG
G6084	MSC
G6085	CRLF1
G6086	GCNT3
G6087	UBE2L6
G6088	GCM2
G6089	GPR50
G6090	DHRS3
G6091	RPS6KA5
G6092	NUMBL
G6093	CACNA2D2
G6094	AIMP1
G6095	TSPOAP1
G6096	MFHAS1
G6097	PDLIM7
G6098	MAPKAPK2
G6099	STK17B
G6100	STK17A
G6101	CYTH3
G6102	CYTH2
G6103	CYTH1
G6104	ITGB1BP1
G6105	PIWIL1
G6106	BCL7C
G6107	BCL7B
G6108	COPB2
G6109	WDR46
G6110	ZBTB22
G6111	MED14
G6112	GPR37L1
G6113	NPIPA1
G6114	TAAR2
G6115	TAAR3P
G6116	ADGRG1
G6117	GPR55
G6118	GPR52
G6119	S1PR2
G6120	SRSF11
G6121	ATP6V1F
G6122	SNORD29
G6123	SNORD31
G6124	SNORD30
G6125	SNORD28
G6126	SNORD27
G6127	SNORD26
G6128	SNORD25
G6129	SNORD22
G6130	SOCS6
G6131	CD83
G6132	ZNF235
G6133	ASIC3
G6134	KCNB2
G6135	MMP20
G6136	KLF4
G6137	NREP
G6138	PTER
G6139	COPS2
G6140	TRIP13
G6141	TRIP12
G6142	TRIP11
G6143	TRIP10
G6144	HMGN3
G6145	TRIP4
G6146	ZNHIT3
G6147	GTF3C5
G6148	GTF3C4
G6149	GTF3C3
G6150	B4GALT6
G6151	CD163
G6152	TGM5
G6153	B4GALT5
G6154	CNOT8
G6155	TCEAL1
G6156	GLP2R
G6157	VAMP3
G6158	SNAP29
G6159	EFTUD2
G6160	TAOK2
G6161	NDST3
G6162	RPL23
G6163	CER1
G6164	TXNL1
G6165	SLIT2
G6166	UBE4A
G6167	LHX2
G6168	SLC22A6
G6169	ITGBL1
G6170	PPIG
G6171	LONP1
G6172	CPNE6
G6173	RAB33A
G6174	RAB28
G6175	KL
G6176	RAB9A
G6177	NRXN3
G6178	ADIPOQ
G6179	KIF3B
G6180	ZFYVE9
G6181	PLAA
G6182	PPT2
G6183	TM9SF2
G6184	SLC22A8
G6185	COX5A
G6186	NRXN1
G6187	NRXN2
G6188	GRHPR
G6189	OTOF
G6190	COG1
G6191	LIPG
G6192	SLC22A14
G6193	SLC22A13
G6194	CIAO1
G6195	TGFBRAP1
G6196	HS6ST1
G6197	NMT2
G6198	CD101
G6199	STOML1
G6200	RECQL5
G6201	RECQL4
G6202	GRAP2
G6203	SELENOF
G6204	LPXN
G6205	ZRANB2
G6206	TMPRSS11D
G6207	PEX16
G6208	SNRNP40
G6209	ARHGAP29
G6210	MED21
G6211	TJP2
G6212	FADS2
G6213	DDX23
G6214	CRIPT
G6215	CYP7B1
G6216	HAND1
G6217	ZNF264
G6218	NTN1
G6219	CDYL
G6220	CDY2A
G6221	ECEL1
G6222	ABCG2
G6223	CHST2
G6224	NCR2
G6225	NCR1
G6226	MED23
G6227	MED17
G6228	MED26
G6229	MED27
G6230	MED7
G6231	QKI
G6232	ITM2B
G6233	GSTO1
G6234	AIM2
G6235	MAP4K4
G6236	LY86
G6237	EIF2AK3
G6238	ITM2A
G6239	GGPS1
G6240	HOMER3
G6241	HOMER2
G6242	HOMER1
G6243	FHL5
G6244	ARHGEF6
G6245	RASAL2
G6246	PICK1
G6247	HAND2
G6248	AKAP7
G6249	IL27RA
G6250	SH3BP5
G6251	PCYT1B
G6252	CHST3
G6253	EIF4E2
G6254	AKAP6
G6255	THEMIS2
G6256	ATG5
G6257	ROCK2
G6258	NAPSA
G6259	MED20
G6260	CABP1
G6261	MAPK8IP1
G6262	ONECUT2
G6263	SLC25A27
G6264	STX8
G6265	CHST10
G6266	PIGL
G6267	PIGB
G6268	PGS1
G6269	PSMF1
G6270	KIF23
G6271	AKAP5
G6272	TBX4
G6273	SLC4A7
G6274	SLC4A8
G6275	MYOT
G6276	MAGED1
G6277	RPH3AL
G6278	XAGE2
G6279	PAGE4
G6280	ADAMTS4
G6281	ADAMTS3
G6282	ADAMTS2
G6283	ADAMTS1
G6284	PMPCB
G6285	FXR2
G6286	GAL3ST1
G6287	STXBP5L
G6288	LITAF
G6289	SPTLC2
G6290	GDF15
G6291	TBPL1
G6292	NPEPPS
G6293	EEF1E1
G6294	SCAMP1
G6295	TECR
G6296	VPS4B
G6297	MPDU1
G6298	GOSR1
G6299	TMEM59
G6300	BAG5
G6301	BAG4
G6302	BAG3
G6303	BAG2
G6304	POLR1C
G6305	ZNF254
G6306	GMFG
G6307	PTGES
G6308	TP53I11
G6309	EI24
G6310	TP53I3
G6311	CIR1
G6312	NRG2
G6313	IGDCC3
G6314	RAB3D
G6315	APBA3
G6316	CXCL14
G6317	ATP6V1G1
G6318	ATP5MF
G6319	SPAG7
G6320	MRPL33
G6321	SEC22B
G6322	MACROH2A1
G6323	ATP5MJ
G6324	CHD1L
G6325	VPS26A
G6326	CCL4L2
G6327	MINPP1
G6328	H6PD
G6329	BCAR1
G6330	GTPBP1
G6331	GABBR2
G6332	GTF2IRD1
G6333	GOSR2
G6334	NR1D1
G6335	GDF3
G6336	CLOCK
G6337	SPAG6
G6338	BABAM2
G6339	CDC42BPB
G6340	SOX13
G6341	PREPL
G6342	APOBEC3B
G6343	ENTPD4
G6344	RBM39
G6345	KIF20B
G6346	CREB5
G6347	MAD2L1BP
G6348	PRDX6
G6349	WTAP
G6350	AKAP12
G6351	IER2
G6352	CYTIP
G6353	PITPNM1
G6354	PDIA4
G6355	NFE2L3
G6356	RNF14
G6357	VPS9D1
G6358	CARTPT
G6359	RAB36
G6360	RIN1
G6361	NCOR1
G6362	NCOR2
G6363	GDA
G6364	RNF7
G6365	MTRF1
G6366	TRAF4
G6367	ABCG1
G6368	CELSR1
G6369	KLK4
G6370	TCL1B
G6371	AATK
G6372	GUCA1C
G6373	SNCAIP
G6374	RGS6
G6375	CLCA3P
G6376	GNA14
G6377	NUP155
G6378	SEC24C
G6379	TESMIN
G6380	CLCA2
G6381	ISG15
G6382	FEZ2
G6383	FEZ1
G6384	ARHGEF10
G6385	ZNF592
G6386	IKBKE
G6387	MORF4L2
G6388	SH3PXD2A
G6389	MICAL2
G6390	CTR9
G6391	PPM1F
G6392	GCC2
G6393	RALGPS1
G6394	MTFR1
G6395	PLCH2
G6396	HS2ST1
G6397	TTLL4
G6398	SOCS5
G6399	MDC1
G6400	IQCB1
G6401	ZNF516
G6402	PDE4DIP
G6403	CEP135
G6404	LPIN2
G6405	MARF1
G6406	DZIP3
G6407	SAFB2
G6408	ZNF432
G6409	EIF5B
G6410	IPO13
G6411	SDC3
G6412	SLC25A44
G6413	KIAA0040
G6414	TTI1
G6415	PPIP5K1
G6416	PHF14
G6417	FAM53B
G6418	DEPDC5
G6419	KDM4A
G6420	N4BP1
G6421	LRRC14
G6422	CLINT1
G6423	VGLL4
G6424	GREB1
G6425	NUP93
G6426	BZW1
G6427	UBE3C
G6428	PRORP
G6429	RAPGEF2
G6430	EMC2
G6431	EDEM1
G6432	CROCC
G6433	TRAM2
G6434	PUM1
G6435	RIMS2
G6436	ESPL1
G6437	PPP6R2
G6438	CEP57
G6439	DHX34
G6440	ST18
G6441	ULK2
G6442	PCDHGA8
G6443	HERPUD1
G6444	GARRE1
G6445	RUBCN
G6446	USP6NL
G6447	FAM131B
G6448	AQR
G6449	SEC14L5
G6450	ECE2
G6451	ADAMTSL2
G6452	CCDC144A
G6453	GPRIN2
G6454	NOS1AP
G6455	SEMA3E
G6456	UTP14C
G6457	TMEM63A
G6458	ZNF646
G6459	RAB11FIP3
G6460	SECISBP2L
G6461	KIAA0408
G6462	DCAF1
G6463	CEP104
G6464	DOCK4
G6465	SART3
G6466	HDAC9
G6467	KNTC1
G6468	USP34
G6469	GPRASP1
G6470	CCP110
G6471	SETD1A
G6472	LAPTM4A
G6473	IFT140
G6474	ARHGAP32
G6475	ACAP1
G6476	ZNF536
G6477	CLSTN3
G6478	TCAF1
G6479	SLK
G6480	PHACTR2
G6481	RIPOR2
G6482	SNPH
G6483	PCDHA9
G6484	ZSCAN12
G6485	STARD8
G6486	TBKBP1
G6487	KMT2B
G6488	FRMPD4
G6489	HDAC4
G6490	TOX
G6491	MLEC
G6492	LZTS3
G6493	KIAA0513
G6494	ZFYVE16
G6495	SUSD6
G6496	JADE3
G6497	PCLAF
G6498	RASSF2
G6499	RAPGEF5
G6500	TMEM94
G6501	BCLAF1
G6502	EIF4A3
G6503	ATG13
G6504	TM9SF4
G6505	KIAA0232
G6506	TBC1D5
G6507	PIEZO1
G6508	RNF144A
G6509	MATR3
G6510	RIMS3
G6511	SNX17
G6512	DHX38
G6513	KIAA0586
G6514	DLGAP5
G6515	MTSS1
G6516	SPCS2
G6517	BMS1
G6518	PTDSS1
G6519	SERTAD2
G6520	CKAP5
G6521	MAML1
G6522	PHYHIP
G6523	TATDN2
G6524	IST1
G6525	MRPL19
G6526	DAZAP2
G6527	TOMM20
G6528	SCRN1
G6529	SPOCK2
G6530	IP6K1
G6531	KIAA0087
G6532	RNF40
G6533	CTIF
G6534	DELE1
G6535	EFCAB14
G6536	SFI1
G6537	GIT2
G6538	URB2
G6539	KEAP1
G6540	NUP58
G6541	TSC22D2
G6542	CUL7
G6543	RB1CC1
G6544	ARMCX2
G6545	ARHGAP11A
G6546	SPATA2
G6547	ARHGEF11
G6548	RGP1
G6549	ARHGEF17
G6550	DNAJC6
G6551	TRIM14
G6552	ZNF623
G6553	JAKMIP2
G6554	MELK
G6555	LCMT2
G6556	GINS1
G6557	ZEB2
G6558	TESPA1
G6559	ZBTB24
G6560	PLEKHM1
