I#ID	Name
G15146	GAB3
G15147	PNCK
G15148	ZFP92
G15149	ACTRT1
G15150	GPR119
G15151	PAGE3
G15152	RBMXL3
G15153	DOCK11
G15154	SPIN4
G15155	RPS4Y2
G15156	KRTAP13-1
G15157	TCP10L
G15158	RNF113B
G15159	MUC17
G15160	ASB11
G15161	ASB5
G15162	ASB6
G15163	ASB7
G15164	ASB8
G15165	ASB9
G15166	MYL6B
G15167	ZNF358
G15168	MYO3B
G15169	RNF32
G15170	APOBEC3D
G15171	S100A16
G15172	CHODL
G15173	DEFB104A
G15174	TCEAL2
G15175	SELENOM
G15176	NEK7
G15177	ZFP28
G15178	ACTRT2
G15179	GATA5
G15180	SLC32A1
G15181	C20orf96
G15182	BPIFA2
G15183	ZBTB46
G15184	WFDC3
G15185	GCNT7
G15186	NOL4L
G15187	CBLN4
G15188	CTCFL
G15189	TRIM69
G15190	MROH8
G15191	SAMD10
G15192	ABHD16B
G15193	CCM2L
G15194	BRI3BP
G15195	TLDC2
G15196	RIMS4
G15197	SUN5
G15198	MACROD2
G15199	DYNLL2
G15200	TMEM37
G15201	UBE2F
G15202	ADAMTS14
G15203	NRSN1
G15204	SMCR8
G15205	RPL10L
G15206	TRPM6
G15207	KRT72
G15208	SRXN1
G15209	ROMO1
G15210	NEURL2
G15211	ZSWIM3
G15212	WFDC10A
G15213	BANF2
G15214	NANP
G15215	DEFB127
G15216	SCP2D1
G15217	ISM1
G15218	WFDC6
G15219	C20orf173
G15220	RIPOR3
G15221	CST11
G15222	DEFB129
G15223	ZNF280B
G15224	SIRPA
G15225	PABPC5
G15226	SREK1
G15227	RBBP8NL
G15228	STK35
G15229	R3HDML
G15230	DCANP1
G15231	MIB2
G15232	DUSP19
G15233	SLC34A3
G15234	ITLN2
G15235	RAB40A
G15236	ASB15
G15237	ASB14
G15238	ASB12
G15239	SAMD8
G15240	TRUB1
G15241	MPP7
G15242	FRMPD2
G15243	VTI1A
G15244	DYDC1
G15245	EIF5AL1
G15246	HECTD2
G15247	CACUL1
G15248	SYT9
G15249	LDLRAD3
G15250	PSMA8
G15251	OR51E1
G15252	XRRA1
G15253	UBQLNL
G15254	MUC15
G15255	FAM76B
G15256	SESN3
G15257	PIWIL4
G15258	ARHGAP42
G15259	KBTBD3
G15260	CWF19L2
G15261	POGLUT3
G15262	LAYN
G15263	TTC36
G15264	SPINDOC
G15265	PLEKHA7
G15266	SPTY2D1
G15267	TMEM86A
G15268	OR10A5
G15269	DNHD1
G15270	PRICKLE1
G15271	AMDHD1
G15272	SLC2A14
G15273	OVOS2
G15274	BCDIN3D
G15275	ALG10B
G15276	GLIPR1L2
G15277	RFLNA
G15278	ZNF664
G15279	ETFRF1
G15280	CPNE8
G15281	TMEM120B
G15282	CFAP251
G15283	GLT1D1
G15284	BEST3
G15285	E2F7
G15286	KRT80
G15287	CFAP54
G15288	A2ML1
G15289	KICS2
G15290	C12orf60
G15291	FBXL14
G15292	RAD9B
G15293	PHETA1
G15294	FAM216B
G15295	LACC1
G15296	HNRNPA1L2
G15297	ST13P4
G15298	B3GLCT
G15299	LINC00239
G15300	RDH12
G15301	GSC
G15302	SERPINA12
G15303	PRIMA1
G15304	MIPOL1
G15305	PPP1R36
G15306	SLC38A6
G15307	ARMH4
G15308	ABHD12B
G15309	PTGR2
G15310	FAM161B
G15311	LRRC74A
G15312	ISM2
G15313	CEP128
G15314	MDP1
G15315	TTC7B
G15316	LRFN5
G15317	TERB2
G15318	C2CD4A
G15319	LYSMD4
G15320	FAM81A
G15321	GCOM1
G15322	PIERCE2
G15323	DRAIC
G15324	C15orf61
G15325	C15orf32
G15326	HAPLN3
G15327	MESP2
G15328	TMCO5A
G15329	SPATA8
G15330	NRG4
G15331	ZSCAN29
G15332	TTBK2
G15333	CDAN1
G15334	VWA3A
G15335	OTOA
G15336	ZFP90
G15337	CARMIL2
G15338	KCTD19
G15339	CMTM4
G15340	CMTM2
G15341	BEAN1
G15342	TEKT5
G15343	RNF151
G15344	PRR35
G15345	FBXL16
G15346	C16orf92
G15347	GSG1L
G15348	IL34
G15349	ZNF597
G15350	BICDL2
G15351	TMED6
G15352	ZNF785
G15353	ZNF688
G15354	C16orf89
G15355	DNAAF8
G15356	MGAT5B
G15357	TOM1L2
G15358	TEPSIN
G15359	B3GNTL1
G15360	RBFOX3
G15361	CD300LF
G15362	DNAH2
G15363	RTN4RL1
G15364	EFCAB3
G15365	SLC47A2
G15366	CDRT15
G15367	CFAP52
G15368	CCDC42
G15369	PIK3R6
G15370	ODF4
G15371	C17orf50
G15372	SLFN13
G15373	UNC45B
G15374	ARHGAP27P1
G15375	CD300LG
G15376	KIF18B
G15377	RUNDC1
G15378	EME1
G15379	TMEM199
G15380	PROCA1
G15381	DHRS13
G15382	KCTD11
G15383	NOTUM
G15384	TMC8
G15385	TRIM16L
G15386	WIPF2
G15387	KRT25
G15388	SCGB1C1
G15389	STARD6
G15390	CCBE1
G15391	CBLN2
G15392	SLC25A52
G15393	DSG4
G15394	AQP4-AS1
G15395	ANKRD29
G15396	APCDD1
G15397	LINC00526
G15398	VSIG10L
G15399	SPACA6
G15400	ZNF480
G15401	ZNF534
G15402	ZNF578
G15403	ERVV-1
G15404	SMIM17
G15405	C19orf18
G15406	ZNF418
G15407	ZNF417
G15408	ZNF548
G15409	PPM1N
G15410	KLC3
G15411	LYPD4
G15412	TMEM190
G15413	HIPK4
G15414	TMC4
G15415	TPM3P9
G15416	ZNF524
G15417	ZNF784
G15418	ZNF563
G15419	SPC24
G15420	KASH5
G15421	DACT3
G15422	SIX5
G15423	IGFL2
G15424	ZNF420
G15425	ZNF565
G15426	NLRP4
G15427	ZNF582
G15428	ZNF583
G15429	FAM98C
G15430	CAPN12
G15431	DPY19L3
G15432	TTC9B
G15433	TICAM1
G15434	ZNRF4
G15435	ZNF599
G15436	FAM187B
G15437	CILP2
G15438	PROSER3
G15439	ZNF558
G15440	CDC42EP5
G15441	ZNF738
G15442	ZNF714
G15443	C19orf25
G15444	ATP8B3
G15445	LINC00905
G15446	DIRAS1
G15447	ZNF555
G15448	ZNF569
G15449	ZNF570
G15450	SYT6
G15451	C1orf74
G15452	CREB3L4
G15453	C1orf127
G15454	BROX
G15455	SAMD11
G15456	MRPL20-AS1
G15457	SAMD13
G15458	C1orf52
G15459	PHF13
G15460	CIART
G15461	TLCD4
G15462	UBE2U
G15463	SLC35F3
G15464	LOC148696
G15465	HJV
G15466	ANKRD35
G15467	FAM163A
G15468	B3GALNT2
G15469	MFSD4A
G15470	PM20D1
G15471	GCSAML
G15472	SLC30A7
G15473	CCDC27
G15474	MOB3C
G15475	GLIS1
G15476	NBPF12
G15477	LELP1
G15478	RC3H1
G15479	DCDC2B
G15480	ZNF362
G15481	DCST1
G15482	CNIH3
G15483	MANEAL
G15484	IL23R
G15485	FAM78B
G15486	SHISA4
G15487	EXOC8
G15488	PDIK1L
G15489	BNIPL
G15490	CLDN19
G15491	CFAP57
G15492	C1orf210
G15493	CCDC24
G15494	CCDC17
G15495	LRRC71
G15496	SRARP
G15497	RNF187
G15498	PYHIN1
G15499	GARIN4
G15500	GTSF1L
G15501	WFDC5
G15502	GNAS-AS1
G15503	SHLD1
G15504	NOL4L-DT
G15505	COMMD7
G15506	BPIFB4
G15507	LSM14B
G15508	LIPI
G15509	ABCC13
G15510	LCA5L
G15511	IGSF5
G15512	SIK1
G15513	LINC00479
G15514	SLC9B1
G15515	CCT8L2
G15516	XKR3
G15517	AIFM3
G15518	RIMBP3C
G15519	YDJC
G15520	C22orf15
G15521	HSCB
G15522	CCDC117
G15523	HORMAD2
G15524	DUSP18
G15525	C22orf42
G15526	ENTHD1
G15527	DNAJB7
G15528	CHADL
G15529	MEI1
G15530	PHETA2
G15531	NFAM1
G15532	PNPLA5
G15533	CDPF1
G15534	TTL
G15535	CKAP2L
G15536	TEKT4
G15537	SMYD1
G15538	C2orf15
G15539	OTOS
G15540	COPS9
G15541	OR6B3
G15542	COMMD1
G15543	PROM2
G15544	ANKAR
G15545	FBXO41
G15546	LINC00342
G15547	GPAT2
G15548	ITPRIPL1
G15549	RAB6D
G15550	FAM117B
G15551	TCF23
G15552	GAREM2
G15553	PUS10
G15554	SEPTIN10
G15555	KANSL1L
G15556	PLB1
G15557	ZSWIM2
G15558	ZNF385B
G15559	ERFE
G15560	ARL6IP6
G15561	METTL21A
G15562	CCNYL1
G15563	KLHL23
G15564	PPP1R1C
G15565	SGO2
G15566	C2CD6
G15567	SLC38A11
G15568	CCDC140
G15569	SLC23A3
G15570	GPBAR1
G15571	FAHD2B
G15572	LRATD1
G15573	RMDN2
G15574	GDF7
G15575	SLC16A14
G15576	LINC00471
G15577	ASPRV1
G15578	WDSUB1
G15579	UPP2
G15580	GPR155
G15581	TTC14
G15582	DTX3L
G15583	TAFA4
G15584	SGO1
G15585	PP2D1
G15586	EFHB
G15587	PPM1L
G15588	WDR49
G15589	LRRC34
G15590	CPNE9
G15591	DPPA2
G15592	CCDC80
G15593	BTLA
G15594	CCDC12
G15595	MB21D2
G15596	PPP4R2
G15597	XXYLT1
G15598	RNF38
G15599	GLIPR2
G15600	ROPN1B
G15601	ZCWPW2
G15602	CMC1
G15603	NEK10
G15604	CCDC50
G15605	PYDC2
G15606	SPICE1
G15607	CMTM8
G15608	NUDT16L2P
G15609	CCDC13
G15610	NCBP2AS2
G15611	FGD5
G15612	CIDECP1
G15613	CNTN4
G15614	IGSF11
G15615	ZNF827
G15616	SH3D19
G15617	NFXL1
G15618	NIPAL1
G15619	PAQR3
G15620	SHISA3
G15621	SCFD2
G15622	MGAT4D
G15623	ZNF595
G15624	FAM218A
G15625	JAKMIP1
G15626	THAP6
G15627	ODAPH
G15628	KLB
G15629	FAM53A
G15630	PPM1K
G15631	TRMT44
G15632	RASGEF1B
G15633	DAB2IP
G15634	SLC38A9
G15635	CREBRF
G15636	CEP120
G15637	SLC25A48
G15638	TMEM167A
G15639	MBLAC2
G15640	TMEM161B
G15641	SRFBP1
G15642	PLEKHG4B
G15643	ZMAT2
G15644	MARVELD2
G15645	IRX2
G15646	BTNL9
G15647	ARSK
G15648	FAM81B
G15649	TTC23L
G15650	ANXA2R-AS1
G15651	CCDC112
G15652	PPP1R2B
G15653	GARIN3
G15654	PRELID2
G15655	SH3RF2
G15656	PLAC8L1
G15657	RNF145
G15658	ZC2HC1B
G15659	SNRNP48
G15660	CNKSR3
G15661	RAET1L
G15662	SAMD3
G15663	SLC2A12
G15664	MBOAT1
G15665	HDGFL1
G15666	PNLDC1
G15667	RNF217
G15668	KHDC3L
G15669	CFAP206
G15670	LINC01600
G15671	CCDC167
G15672	RUNDC3B
G15673	ABCA13
G15674	BMT2
G15675	CLEC2L
G15676	FMC1
G15677	AMOT
G15678	VKORC1L1
G15679	AMOTL1
G15680	IQUB
G15681	KCTD7
G15682	TMEM213
G15683	GIMAP8
G15684	CRYGN
G15685	ZNF425
G15686	LOC155060
G15687	ZNF746
G15688	ATP6V0E2
G15689	SLC2A7
G15690	AMZ1
G15691	METTL27
G15692	SBDSP1
G15693	VPS37D
G15694	NSUN5P1
G15695	RBM33
G15696	AGR3
G15697	PRAG1
G15698	PEBP4
G15699	CDCA2
G15700	TMEM65
G15701	RDH10
G15702	BAALC-AS2
G15703	ANKRD46
G15704	ESCO2
G15705	FBXO16
G15706	LRATD2
G15707	CFAP418
G15708	VPS13B
G15709	TDRP
G15710	ERICH1
G15711	SLC7A13
G15712	TDH
G15713	TMEM74
G15714	FAM91A1
G15715	C8orf48
G15716	MCMDC2
G15717	CLVS1
G15718	NKX6-3
G15719	SBSPON
G15720	CAMSAP1
G15721	LINC02907
G15722	LINGO2
G15723	NXNL2
G15724	C9orf163
G15725	MAMDC4
G15726	LCN6
G15727	AK8
G15728	TTLL11
G15729	RASEF
G15730	HSD17B7P2
G15731	TTC39B
G15732	TRMT10B
G15733	TTC16
G15734	FAM120AOS
G15735	SAXO1
G15736	FREM1
G15737	ZNF483
G15738	SHOC1
G15739	KIAA1958
G15740	TSTD2
G15741	ZNF782
G15742	PRUNE2
G15743	CBLL2
G15744	CSAG1
G15745	FMR1NB
G15746	FAAH2
G15747	ZXDB
G15748	FAM47A
G15749	MOSPD2
G15750	ARHGAP36
G15751	RIBC1
G15752	AKAP14
G15753	RHOXF1
G15754	NKAPP1
G15755	MAGEB6
G15756	AWAT2
G15757	ZDHHC15
G15758	USP51
G15759	H2BW1
G15760	CXorf38
G15761	PABIR2
G15762	PABIR3
G15763	HSFY2
G15764	RBMY2FP
G15765	RBMY1F
G15766	USP54
G15767	NKX2-3
G15768	SLC35G1
G15769	CFAP58
G15770	SLC5A12
G15771	DEUP1
G15772	PATE1
G15773	C11orf65
G15774	LDHAL6A
G15775	C11orf42
G15776	TMTC2
G15777	CLEC12A
G15778	TMTC3
G15779	C12orf50
G15780	ALDH1L2
G15781	LMNTD1
G15782	DENND5B
G15783	TAMALIN
G15784	SLC5A8
G15785	PPTC7
G15786	CCDC63
G15787	CCDC60
G15788	DGKH
G15789	CCDC122
G15790	GPR180
G15791	STOML3
G15792	GARIN2
G15793	TMEM229B
G15794	SYNE3
G15795	CLEC14A
G15796	FITM1
G15797	REM2
G15798	TMEM30B
G15799	MDGA2
G15800	SAMD15
G15801	NOP9
G15802	EML5
G15803	STRC
G15804	CFAP161
G15805	TBC1D21
G15806	DNAAF4
G15807	OTUD7A
G15808	SPRED1
G15809	PGBD4
G15810	ADAL
G15811	EXD1
G15812	FSIP1
G15813	ZFPM1
G15814	ADAD2
G15815	ITPRIPL2
G15816	ZFP1
G15817	MARCHF10
G15818	SLFN5
G15819	NAGS
G15820	RETREG3
G15821	TMEM92
G15822	PHOSPHO1
G15823	RHBDL3
G15824	TRPV3
G15825	SLC16A11
G15826	FBXO39
G15827	SPPL2C
G15828	KRT28
G15829	ZNF519
G15830	C18orf54
G15831	ZNF836
G15832	ZNF610
G15833	ZNF600
G15834	ZNF320
G15835	ZNF497
G15836	ZNF550
G15837	ZNF296
G15838	DEDD2
G15839	ZNF846
G15840	OR7D2
G15841	ZNF579
G15842	ZNF791
G15843	ZNF564
G15844	ZNF709
G15845	ZNF433
G15846	ZNF114
G15847	ZNF567
G15848	ZNF383
G15849	ZNF781
G15850	EID2
G15851	ZNF780B
G15852	PRR22
G15853	LGI4
G15854	SYNE4
G15855	ZNF676
G15856	ZNF100
G15857	ZNF540
G15858	DENND2C
G15859	GBP6
G15860	FNDC7
G15861	DENND1B
G15862	TDRD5
G15863	TOR1AIP2
G15864	CALML6
G15865	IFNLR1
G15866	CITED4
G15867	SPRR4
G15868	KANK4
G15869	SASS6
G15870	SDE2
G15871	CNST
G15872	FAM43B
G15873	HFM1
G15874	PAQR7
G15875	CCDC185
G15876	UBL4B
G15877	WFDC13
G15878	APCDD1L
G15879	LRRN4
G15880	TTLL9
G15881	CCDC116
G15882	CABP7
G15883	TMPRSS6
G15884	APOBEC3H
G15885	WBP2NL
G15886	DAW1
G15887	LONRF2
G15888	CCDC138
G15889	ADGRF3
G15890	TEX44
G15891	OXER1
G15892	FAM171B
G15893	C1QL2
G15894	UBXN2A
G15895	CLEC4F
G15896	DQX1
G15897	PARP15
G15898	DNAJB8
G15899	GPR156
G15900	XIRP1
G15901	RNF168
G15902	CHST13
G15903	PRICKLE2
G15904	KBTBD12
G15905	BBS12
G15906	DCLK2
G15907	ADGRA3
G15908	TRIM60
G15909	FREM3
G15910	MMAA
G15911	ZBTB49
G15912	TIGD2
G15913	RASSF6
G15914	RBM46
G15915	SGMS2
G15916	MIER3
G15917	CDC20B
G15918	UGT3A2
G15919	TENT2
G15920	DCP2
G15921	NIM1K
G15922	LIX1
G15923	ZNF366
G15924	FAM151B
G15925	PRSS35
G15926	LCA5
G15927	OLIG3
G15928	TXLNB
G15929	DACT2
G15930	C6orf118
G15931	ZNF92
G15932	GALNTL5
G15933	DDX53
G15934	ZNF679
G15935	RNF133
G15936	CDC14C
G15937	THAP5
G15938	CCDC71L
G15939	PKD1L1
G15940	GIMAP7
G15941	ZNF467
G15942	BHLHA15
G15943	BMPER
G15944	ZNF800
G15945	CNBD1
G15946	SLC30A8
G15947	COL22A1
G15948	SNX31
G15949	TMEM64
G15950	ZNF596
G15951	IDO2
G15952	STKLD1
G15953	KCNV2
G15954	OLFML2A
G15955	TMEM252
G15956	QSOX2
G15957	GLIS3
G15958	ZNF883
G15959	ZNF169
G15960	TENT5D
G15961	SPIN3
G15962	FAM47B
G15963	TCEANC
G15964	ZCCHC12
G15965	ARX
G15966	FUT11
G15967	OIT3
G15968	LINC02870
G15969	PWWP2B
G15970	SSBP4
G15971	CLEC4C
G15972	DHX36
G15973	HTR3C
G15974	GIMAP1
G15975	GPHA2
G15976	S100Z
G15977	COMMD6
G15978	XAGE3
G15979	PSORS1C1
G15980	PSORS1C2
G15981	NUDT10
G15982	ADAMTS15
G15983	ADAMTS16
G15984	ADAMTS17
G15985	ADAMTS18
G15986	COX7B2
G15987	GSX2
G15988	KCNG3
G15989	PPP1R18
G15990	ZNF525
G15991	ZNF431
G15992	ZNF721
G15993	ANKRD24
G15994	ZNF384
G15995	ADAMTS19
G15996	ASXL1
G15997	SYNPO2
G15998	SPACA4
G15999	RHOV
G16000	NLRP6
G16001	ZNF675
G16002	CLYBL
G16003	FAM9A
G16004	FAM9B
G16005	FAM9C
G16006	CYP2T1P
G16007	SPTSSA
G16008	PTCRA
G16009	POLR3H
G16010	ABHD3
G16011	PLAC4
G16012	PGAM5
G16013	HIGD2A
G16014	KRT24
G16015	CYS1
G16016	AGO3
G16017	AGO4
G16018	SCAMP5
G16019	LINC00189
G16020	SDR16C5
G16021	PRXL2C
G16022	PLPP4
G16023	METTL15
G16024	MPZL3
G16025	IMMP1L
G16026	OR56B4
G16027	KRT78
G16028	RILPL2
G16029	DNAH10
G16030	AMN1
G16031	DTX3
G16032	ZFC3H1
G16033	MYRFL
G16034	PLBD2
G16035	GARIN6
G16036	CCER1
G16037	EEF2KMT
G16038	PIANP
G16039	DCP1B
G16040	ANO6
G16041	ARID2
G16042	METTL21C
G16043	EEF1DP3
G16044	VSTM4
G16045	PAOX
G16046	FAM24B
G16047	ADCY4
G16048	LINC01599
G16049	FAM227B
G16050	CT62
G16051	GRAMD2A
G16052	MGC15885
G16053	LCTL
G16054	UBR1
G16055	PATL2
G16056	SNAI3-AS1
G16057	LINC00311
G16058	LDHD
G16059	FCSK
G16060	MLKL
G16061	ZNF778
G16062	ACSF3
G16063	WDR90
G16064	EME2
G16065	CASP16P
G16066	NLRC3
G16067	NSMCE1
G16068	ZNF48
G16069	LKAAEAR1
G16070	DZIP1L
G16071	TTC21A
G16072	MCEMP1
G16073	ZNF627
G16074	ZNF585A
G16075	NLRP7
G16076	GGN
G16077	CADM4
G16078	THAP8
G16079	U2AF1L4
G16080	ZNF626
G16081	NIBAN3
G16082	ADM5
G16083	LCE4A
G16084	ALG14
G16085	FAM76A
G16086	FYB2
G16087	TMEM201
G16088	TMEM61
G16089	FAAP20
G16090	CDCP2
G16091	SLC5A9
G16092	CC2D1B
G16093	NBPF11
G16094	TXLNA
G16095	DYNLT5
G16096	PLD5
G16097	SPAG17
G16098	SLFNL1
G16099	KRTCAP2
G16100	CRTC2
G16101	IBA57
G16102	FAM209A
G16103	LINC00656
G16104	LINC00528
G16105	RNF215
G16106	APOBEC3A
G16107	APOBEC3F
G16108	FOXD4L1
G16109	VWA3B
G16110	CREG2
G16111	TET3
G16112	GKN2
G16113	ANKRD23
G16114	APLF
G16115	PIKFYVE
G16116	KRTCAP3
G16117	TMEM17
G16118	SPRED2
G16119	TIGD1
G16120	CFAP20DC
G16121	KCTD6
G16122	LIPH
G16123	ARL13B
G16124	DHFR2
G16125	HTR3D
G16126	RPL22L1
G16127	SLC51A
G16128	FBXO45
G16129	KLHDC8B
G16130	MUC20
G16131	CEP112
G16132	DHRS7C
G16133	TVP23C
G16134	CENPV
G16135	FLCN
G16136	PLD6
G16137	ARHGAP27
G16138	ZNF385C
G16139	SLC16A13
G16140	CENPX
G16141	LRRC45
G16142	SLC39A11
G16143	AMZ2P1
G16144	TRIM65
G16145	UNC13D
G16146	RDM1
G16147	SPNS3
G16148	FBXO15
G16149	RAB12
G16150	ZBTB7C
G16151	ZNF584
G16152	ZSCAN4
G16153	HACD2
G16154	STT3B
G16155	DNAH12
G16156	PDE12
G16157	DENND6A
G16158	TIGIT
G16159	C4orf46
G16160	SLC10A4
G16161	TIGD4
G16162	TMEM154
G16163	SMIM14
G16164	TMEM192
G16165	RWDD4
G16166	PRIMPOL
G16167	TAPT1
G16168	SPATA24
G16169	DNAJC18
G16170	FAM153B
G16171	RANBP3L
G16172	CCDC125
G16173	LINC01554
G16174	CMYA5
G16175	STK32A
G16176	OSTCP1
G16177	KHDRBS2
G16178	TRIM39-RPP21
G16179	C7orf33
G16180	TMEM184A
G16181	ADCK5
G16182	TSNARE1
G16183	TUBB
G16184	R3HCC1
G16185	C8orf74
G16186	HTRA4
G16187	ADAM32
G16188	ERICH5
G16189	LGI3
G16190	TMEM268
G16191	C9orf72
G16192	CCDC171
G16193	NAIF1
G16194	FAM219A
G16195	CCDC107
G16196	LINC00537
G16197	ANKS6
G16198	SUSD3
G16199	SLC25A43
G16200	NRK
G16201	INTS6L
G16202	ZNF449
G16203	VMA21
G16204	TMEM31
G16205	PAGE2
G16206	CDY2B
G16207	ANO5
G16208	RPSAP52
G16209	CERS3
G16210	PDILT
G16211	NLRP11
G16212	HIPK1
G16213	SLC44A5
G16214	AMER3
G16215	C2orf69
G16216	DIPK2A
G16217	SENP5
G16218	USF3
G16219	TRIML2
G16220	LVRN
G16221	SLC36A1
G16222	C6orf163
G16223	PIP5K1P1
G16224	DHRSX
G16225	PRSS59P
G16226	SAMD9L
G16227	AMER2
G16228	ATAD3C
G16229	USP12
G16230	PLAC9
G16231	MTIF3
G16232	GSX1
G16233	OR8U1
G16234	OR4S2
G16235	OR5L1
G16236	OR5AS1
G16237	OR5M3
G16238	OR5M8
G16239	OR5M11
G16240	LRRC55
G16241	SMTNL1
G16242	MED19
G16243	TEX47
G16244	ZNF804B
G16245	FOLH1B
G16246	CABCOCO1
G16247	ZCCHC24
G16248	ENKUR
G16249	ARMC3
G16250	UNC5B
G16251	STOX1
G16252	FAM241B
G16253	TYSND1
G16254	ZNF25
G16255	GJD4
G16256	CCNY
G16257	RTKN2
G16258	TBATA
G16259	KCNJ5-AS1
G16260	HYLS1
G16261	TMEM218
G16262	OR8G5
G16263	OR10S1
G16264	OR6T1
G16265	TBCEL
G16266	TLCD5
G16267	MRPL21
G16268	TPCN2
G16269	SPATA19
G16270	OR9I1
G16271	OR9Q2
G16272	MPEG1
G16273	OR5A2
G16274	OR4D6
G16275	PATL1
G16276	OOSP2
G16277	MS4A15
G16278	VWCE
G16279	CYB561A3
G16280	GDPD4
G16281	DDIAS
G16282	CCDC83
G16283	LTO1
G16284	LRTOMT
G16285	ERICH6B
G16286	CBY2
G16287	DLEU7
G16288	FAM124A
G16289	SKA1
G16290	CFAP53
G16291	DOK6
G16292	ATOH7
G16293	OTUD1
G16294	HEPACAM
G16295	OAF
G16296	TIGD3
G16297	CCDC89
G16298	LRRC63
G16299	RNF152
G16300	USP32P2
G16301	ZNF438
G16302	SLC16A9
G16303	FAM13C
G16304	MARCHF8
G16305	ZNF22-AS1
G16306	HNRNPA3
G16307	ZNF485
G16308	RASGEF1A
G16309	REEP3
G16310	JMJD1C
G16311	UCMA
G16312	FAM171A1
G16313	SLC39A12
G16314	NSUN6
G16315	ARL5B
G16316	LRRN4CL
G16317	HNRNPUL2
G16318	ALKBH3
G16319	EEF1AKMT1
G16320	SKA3
G16321	MICU2
G16322	SPATA13
G16323	CPNE2
G16324	ADGRG5
G16325	LINC00305
G16326	AK9
G16327	NT5DC1
G16328	CALHM4
G16329	ZUP1
G16330	TBC1D32
G16331	BEND6
G16332	GSTA5
G16333	OPN5
G16334	ADGRF4
G16335	ADGRF5
G16336	TDRD6
G16337	SPATS1
G16338	RSPH9
G16339	LRRC73
G16340	OARD1
G16341	KIF6
G16342	FGD2
G16343	PI16
G16344	C6orf89
G16345	ARMC12
G16346	SMIM29
G16347	LEMD2
G16348	ZBTB9
G16349	ZBTB12
G16350	C6orf136
G16351	H2AC1
G16352	KDM1B
G16353	RBM24
G16354	RNF182
G16355	PHACTR1
G16356	SMIM13
G16357	SYCP2L
G16358	LINC00518
G16359	PXDC1
G16360	SERPINB9P1
G16361	ZSCAN25
G16362	FAM200A
G16363	VWDE
G16364	PRPS1L1
G16365	POLR1F
G16366	SP8
G16367	HOXA11-AS
G16368	JAZF1
G16369	PPP1R35
G16370	GPC2
G16371	BRAT1
G16372	SDK1
G16373	FOXK1
G16374	MMD2
G16375	DAGLB
G16376	CCZ1B
G16377	THSD7A
G16378	VSTM2A
G16379	TMED4
G16380	MTURN
G16381	PRR15
G16382	SRRM3
G16383	RSBN1L
G16384	ELAPOR2
G16385	LRWD1
G16386	FAM185A
G16387	FBXL13
G16388	NAPEPLD
G16389	ATXN7L1
G16390	CDHR3
G16391	BEND7
G16392	LNX2
G16393	ADGRG3
G16394	HS3ST5
G16395	RFX6
G16396	SLC35F1
G16397	FAM83B
G16398	ADGRF2
G16399	TSPO2
G16400	UNC5CL
G16401	KCTD20
G16402	PXT1
G16403	LHFPL5
G16404	SCUBE3
G16405	ZSCAN23
G16406	NKAPL
G16407	FAM217A
G16408	TMEM130
G16409	FERD3L
G16410	NYAP1
G16411	SLC29A4
G16412	RSPH10B
G16413	ITPRID1
G16414	ZNRF2
G16415	SEMA3D
G16416	MAPK15
G16417	SPDYA
G16418	MS4A6E
G16419	VGLL2
G16420	CNPY4
G16421	DEFB105A
G16422	DEFB106A
G16423	DEFB107A
G16424	DEFB108B
G16425	DEFB110
G16426	DEFB112
G16427	DEFB114
G16428	DEFB115
G16429	DEFB116
G16430	DEFB119
G16431	DEFB121
G16432	DEFB123
G16433	DEFB124
G16434	DEFB125
G16435	DEFB128
G16436	DEFB130A
G16437	ATP6V0D2
G16438	ATP6V1C2
G16439	CTAG1A
G16440	TXLNGY
G16441	CNOT6L
G16442	GAS2L2
G16443	AKR7L
G16444	CDC26
G16445	SLC17A8
G16446	RNASEH1
G16447	AFG1L
G16448	STAC3
G16449	PELI3
G16450	POLR2J2
G16451	STH
G16452	SPESP1
G16453	IL27
G16454	TMEM9
G16455	ZNF396
G16456	NEIL2
G16457	STXBP4
G16458	FNDC5
G16459	HEPACAM2
G16460	TECRL
G16461	HCG27
G16462	PRR14L
G16463	EPHX4
G16464	CDY1B
G16465	SERHL2
G16466	RICTOR
G16467	EIF4E1B
G16468	IPMK
G16469	ZBTB38
G16470	SLC25A30
G16471	LCLAT1
G16472	CADM2
G16473	GPATCH11
G16474	ZNF620
G16475	ANKRD18A
G16476	MMS22L
G16477	TTC41P
G16478	WASHC2C
G16479	EBF3
G16480	WDR27
G16481	CERS6
G16482	MSRB3
G16483	ZDHHC20
G16484	CRMA
G16485	ANGPTL5
G16486	YTHDF3
G16487	RALGAPA1
G16488	KCTD13
G16489	ASPHD1
G16490	ETFBKMT
G16491	METAP1D
G16492	UBN2
G16493	BRWD3
G16494	EHBP1L1
G16495	SNX32
G16496	CXorf58
G16497	FBXO33
G16498	TTLL10
G16499	TSGA10IP
G16500	RNF169
G16501	CALHM5
G16502	BPIFC
G16503	LCORL
G16504	CNIH2
G16505	AKNAD1
G16506	TBC1D28
G16507	PHYHD1
G16508	ZDHHC24
G16509	MCM9
G16510	PROSER2
G16511	SLC41A1
G16512	MEIOB
G16513	LPCAT4
G16514	NUDT8
G16515	LYG2
G16516	VXN
G16517	NAALADL2
G16518	TMEM256
G16519	OR2T6
G16520	ZDHHC23
G16521	LOC254896
