Node,Closeness Centrality
4035,0.4373382960374018
4069,0.4138212429669716
4313,0.37726614197893416
4653,0.3682470523036939
4692,0.4423072509009112
4803,0.3440149959832188
4846,0.39440828523476196
4942,0.4300283412554953
5047,0.3838033779477374
5138,0.39472336590261986
5147,0.3816446169690248
5154,0.36841602141286683
5155,0.3697946651314527
5159,0.4255648064309534
5521,0.4203293707056386
5597,0.4464678760918422
5806,0.38254620530839933
5858,0.33920681582143675
5864,0.39632265229731395
5886,0.4290039627766152
5894,0.4901437110517614
5908,0.4319949783666241
5965,0.4366940875201124
6009,0.4220693884702996
6462,0.37071950750288574
6468,0.3823716167949837
6532,0.3641483049246003
6774,0.4572526872790262
7001,0.4504757229352222
7010,0.39393257967577733
7045,0.3494994196169472
7050,0.40304532429775575
7052,0.4359925788497217
7276,0.3933295231874592
7301,0.41334191334191334
7353,0.4178411899908929
7372,0.41664864864864865
7410,0.42281025100930314
8626,0.4291855052451057
8728,0.35833162876322594
8764,0.3767277277081582
8848,0.4018769551616267
9127,0.3794128649904507
9361,0.45335842842018587
9510,0.4014583333333333
9541,0.3881324524653561
10040,0.4078997502222598
10053,0.3941743203714689
10263,0.3843085636791512
10376,0.4570899947815361
10554,0.42938633628949596
10648,0.37313143830841916
10724,0.41948755904826174
10944,0.3969022265246854
11051,0.44640581926008294
11072,0.41298756965280753
11102,0.3979842623763399
11140,0.46413603738137676
22976,0.44022570991250315
22983,0.4188310982633833
23113,0.4148546824542519
23154,0.40820217340648635
23176,0.4122013305097435
23429,0.42602582242660064
24138,0.40744264721429324
25788,0.3757433947548016
26085,0.3206589566519677
26270,0.4557494915093893
27161,0.45291089853573696
29079,0.44375359815774323
51013,0.4158484214160858
51024,0.41706345770928926
51066,0.38989155066364517
51162,0.3978527924021885
51295,0.4277279588031608
54443,0.49232262844587515
54764,0.5396700926989105
54850,0.38593258697001864
54890,0.406754617414248
55014,0.4245709123757904
55033,0.3757214163157074
55118,0.34337746574244016
55148,0.3971558120362737
55230,0.3921608531075746
55729,0.4098430388361904
56729,0.3584516081028293
56983,0.39932030586236195
57559,0.3966816254271481
64146,0.38857073721568
64223,0.41631559617171127
64419,0.41900413133289843
65018,0.45836207511714755
79006,0.36181678214010776
79047,0.4005237778516794
79541,0.3772883015173764
79695,0.3932893850643917
80864,0.37323261669571955
84106,0.3933937612281561
84279,0.3312874997851015
93185,0.42272677415816606
94235,0.3703917272133164
112398,0.38450794157554474
115704,0.38490731863215083
117854,0.3969022265246854
119559,0.40005812987875766
126003,0.4170995670995671
126074,0.3506696753530354
140545,0.3697804728277556
142683,0.36106426831553307
145864,0.3487530314547363
204851,0.3783030350622325
284207,0.3456068296357408
285203,0.375970655948804
728642,0.4218476357267951
100505817,0.340044821683813
9,0.3587986668404491
328,0.4784962256654748
3383,0.43427309399860275
6640,0.3883671248337297
7182,0.47954409715309576
8260,0.4287367062697459
51119,0.42623313426233134
79068,0.3912452033378677
92399,0.4205678866845632
10,0.36710355863750666
324,0.4425002296316708
472,0.4446136452781431
1029,0.4449524337304886
1031,0.4035940183470867
2064,0.4645724342438342
3006,0.46031101449967754
3161,0.41742483320336193
4683,0.42681846371932314
5725,0.45886415049410645
5888,0.4291855052451057
6790,0.4635331473106899
6794,0.43287806631323567
7490,0.39790208346238826
8493,0.3836581918091863
8930,0.41243070864456477
9530,0.4235723392095661
23567,0.41396348012889367
25818,0.3833376434780879
51343,0.4735225457672933
56910,0.38757818942456607
79728,0.3996101364522417
12,0.3935544481659995
125,0.35570568907594047
525,0.38288064535357347
892,0.41355481157180873
1191,0.4426730376053847
1215,0.35621857438627624
1356,0.38766395751186933
1504,0.31266732650776397
1506,0.3339514409996014
1511,0.3851612000559653
1991,0.35668671911152244
2153,0.35585677088142414
2244,0.4179590066153346
2256,0.40441562257340136
2542,0.374291041877088
2551,0.41659460394327225
2638,0.381894211141719
2709,0.36127411462532105
2805,0.4219400043792424
3043,0.4135903159340659
3211,0.3661827303131651
3240,0.399287209133669
3263,0.39095151146277135
3933,0.39269629720201343
4001,0.47010319338391354
4154,0.43840291206916165
4312,0.3523109550972649
4351,0.3964857413275174
4485,0.36757973447276054
4790,0.44073921595535426
5004,0.36069255966307906
5121,0.35221436274241014
5265,0.41374127750939343
5422,0.4299515830339811
5684,0.4599484437655146
5756,0.42724430747400394
5819,0.4205770657820071
5875,0.3998174160217441
6444,0.3530920751259734
6497,0.42564940802261886
6779,0.35502413500865915
7018,0.4180315421827885
7468,0.4376163873370577
7545,0.37059117658371477
8766,0.46222115615255455
9131,0.4630875708930116
9507,0.3762789971100523
9862,0.4104716056746049
10045,0.39173832611656606
10048,0.45237927553583585
10057,0.3806269381950343
10095,0.44278492647058826
10159,0.43549006757214853
10279,0.343169554609727
10319,0.37714062041295626
11045,0.3797942370609799
11165,0.39781172584640795
11167,0.38092037637384357
11269,0.4296160877513711
11272,0.3601465256232946
11330,0.344858441604925
27246,0.41722599922054304
28959,0.32978504928806135
29935,0.43982379659005316
30834,0.3802664035520474
51224,0.36891679748822603
51234,0.4278039250510612
51669,0.39799248213474325
54840,0.39625745424635
55175,0.38790587193268516
55601,0.39447287615148413
55633,0.40819352652092866
56906,0.3585850127467947
58516,0.41041041041041043
59343,0.42653503917836116
64215,0.43096122019949007
64429,0.3745820698234974
64641,0.3470446277419587
64794,0.41168176380105964
65061,0.38384924903390305
79736,0.4017094017094017
79922,0.41852181656277826
80262,0.37950253067333634
81609,0.453091935104632
83608,0.41042789290962917
90933,0.4187764859285016
114793,0.41690104279347495
140767,0.39792673357287406
150372,0.33815916469246293
171023,0.441840735560498
196951,0.3446425697065083
200150,0.35999178015655064
256355,0.3341946896515843
346606,0.34616559182280343
348980,0.357394562112838
375056,0.429750223015165
641339,0.3513730352649429
13,0.28744890957367464
10513,0.40339969436245265
14,0.41433731831082826
387,0.47473577886723656
427,0.3980335860202838
474,0.3804165432829928
899,0.49671349400695963
1725,0.4096774879350299
1736,0.4416584538516193
1956,0.5229166101326965
2033,0.4863950729466404
2908,0.46709489758817113
3187,0.49233520694941235
3297,0.44043700859389284
4289,0.4132621330073559
5071,0.5300654673488474
5245,0.48530485808547613
5664,0.3931690198318779
6134,0.4634885510871657
6293,0.4257528556593977
6431,0.45375341433549965
6726,0.4377257342752652
6749,0.4616342859880699
6915,0.3740803292372799
7158,0.45218819664437404
7289,0.4261577247998585
7514,0.4873299276718426
8473,0.4703785974076696
8553,0.4060689073859446
9401,0.47726372102238956
9513,0.4456830954969124
10076,0.40610313797390996
10226,0.4231073247848235
10614,0.4668459432613804
10923,0.44457261506517476
11198,0.45829666801436486
11345,0.423982398239824
22980,0.41064654988705623
23405,0.42910904758723584
26093,0.3933776997509493
27249,0.35331218716195156
27250,0.42910904758723584
51319,0.40701235610940967
51497,0.41502444487519113
51759,0.44963483211610705
51763,0.39300864741393376
55082,0.4322372257861917
55216,0.40662587043680104
55660,0.4472761878235035
55844,0.4025990305866622
57664,0.5176072416664428
59272,0.46929034143490334
64782,0.37300143238744143
65125,0.42787991828759214
65265,0.4214416936401015
79589,0.39316099810254423
79890,0.4442958590795905
81631,0.45054945054945056
83449,0.3357786335360435
134218,0.4041103072244941
143884,0.4245802670427004
256297,0.3319494926874645
440730,0.5558600398073096
100750225,0.3523882671348109
15,0.3485637797554446
2147,0.38425492033739456
2887,0.4321693691269147
4188,0.4185854548614128
5031,0.43144366827870323
5566,0.45588965908822066
6755,0.32880031395567083
7150,0.4675368788819876
7314,0.44956140350877194
7534,0.4836361811063146
8877,0.3742692330102744
27141,0.3711908155796124
138151,0.3748006379585327
317649,0.3526010503010009
337879,0.3603755236385398
16,0.4361208554939459
59,0.4298940323480201
164,0.4220046865076758
330,0.47748841588819785
440,0.4308937635562711
573,0.4499392920519286
672,0.4823770902172825
813,0.44595126241003447
997,0.4372688284281468
1017,0.4588422982593995
1033,0.36502434127029226
1615,0.44630242953424276
1933,0.44369229352305956
2023,0.4646284419154169
2100,0.5035670420989364
2146,0.48807051314523076
2288,0.4443778249239
2335,0.46820710936171245
2617,0.4442753723428782
2810,0.4617449021158316
2923,0.4592797387801797
2932,0.4680592664561574
3028,0.4502231256279059
3066,0.46977084349098003
3276,0.4746539238386127
3303,0.4904680699432411
3326,0.47828245222139487
3376,0.46125858726093305
3676,0.4458377678034334
4077,0.4399342495776449
4137,0.45518968205225113
4234,0.38297956912314174
4343,0.47959183673469385
4436,0.4455491329479769
4609,0.5220241642737173
4677,0.42998995871917883
4914,0.4988351022521356
5099,0.4385625526297822
5495,0.4330142465507168
5529,0.4249173098125689
5621,0.46791151688803634
5859,0.4584929453472602
5879,0.4661570467850404
6016,0.46260953066858723
6059,0.45263429873393934
6117,0.5255980143468892
6118,0.5201922038656732
6119,0.5198974774045596
6613,0.46294294294294297
6647,0.4438046982957163
6772,0.44314131309647004
6777,0.4235164835164835
6787,0.44703753537790564
7157,0.5081885070808829
7163,0.4050191264870318
7165,0.4279939587775409
7317,0.45410628019323673
7412,0.4456830954969124
7453,0.43563774472125516
7532,0.48075243868971884
8314,0.4808244130049654
8405,0.4473592571096924
8452,0.5162206327520159
8519,0.42631800181411916
8878,0.4804647567756252
9040,0.4623431464286571
9055,0.4699197697954008
9212,0.4662247169263525
9584,0.4821115836877658
9694,0.43446891980249364
9775,0.4551359266869789
9928,0.49160671462829736
10055,0.43108655287353753
10056,0.4275002218475464
10133,0.4483897989575577
10284,0.43877225738876996
10318,0.4222913744740533
10367,0.4186673039737545
10469,0.43366715427028246
10482,0.48051267984938784
10533,0.4429172317098398
10551,0.4758964733774573
11091,0.4767323915786349
11113,0.48064451760949817
23065,0.44982375872452673
23476,0.4895460203744633
25962,0.5165942844887673
25980,0.45992648813785864
26253,0.4260069858955653
27101,0.43777545549547914
29904,0.39260028930586965
29919,0.406394331147057
30811,0.38624200757651683
51068,0.41640555783650623
51194,0.43113477716126725
51520,0.4495194550713819
51547,0.4559112309839828
54793,0.43317972350230416
54878,0.3722304854256408
54888,0.442013028718231
55011,0.45703578967341035
55294,0.4791625223791526
55621,0.41834918153792716
55716,0.45594359265568807
55819,0.4286699441639045
57019,0.4042289861760819
57037,0.3838951310861423
60491,0.4073565162245006
64083,0.41553456678311124
79722,0.4216076663895331
79794,0.41450665748886834
79798,0.4253487550768144
79829,0.4613137987168438
83478,0.443253438837006
91039,0.4133773811566844
92421,0.45171120487576183
120892,0.44924698092973375
123283,0.3968613559601285
140609,0.41884020170405145
202299,0.40258220866585886
253260,0.47071180810005375
285148,0.3757140907407046
338339,0.41886751440060865
374354,0.4385625526297822
18,0.392704299979621
158,0.43342330184435446
231,0.39001781088082904
308,0.4342045966651645
432,0.39421463933554274
475,0.3911419640319896
501,0.42079748438660086
875,0.41547185269830317
1072,0.4576218860576124
1073,0.41258965849480783
1265,0.41514962190576726
1632,0.4067717898380934
1646,0.3800564069187228
2052,0.4151049071560898
2098,0.39936996124432655
2108,0.44722428518380986
2109,0.4192593881902441
2184,0.387952728956534
2280,0.4135636870908896
2287,0.4219400043792424
2806,0.4052831934717227
2821,0.4329558731014649
2823,0.3995107185802546
3157,0.4146493662987111
3191,0.5023069103041994
3336,0.4410822193737411
3939,0.4491841491841492
4190,0.4217922339447533
4482,0.37854827620076614
5037,0.42982690935046397
5226,0.4273674872477268
5236,0.40851370545462257
5860,0.39701670890248675
5887,0.43356958038024523
6648,0.40751157823503287
6652,0.4062572470642801
7263,0.3869011765650725
7915,0.3939245267590662
8192,0.43237300305151677
8209,0.4260069858955653
8566,0.41104072012115783
8644,0.38624200757651683
8991,0.4029020657355524
9117,0.33022586283716626
9531,0.4537427299912878
9615,0.3834673246835947
10015,0.4435084812078529
10594,0.47383692337956135
11034,0.4289180225699468
22949,0.3882653986419778
26747,0.39486086635793616
51171,0.3670965652563199
51205,0.3439904318177761
51228,0.37876405377781275
55276,0.39933685628432286
55366,0.42105493160861773
55638,0.3637152941620581
57103,0.4060261272650653
57515,0.3913167086345545
81889,0.39106258624888385
84681,0.4207607319096904
92483,0.3685498986344337
134147,0.4024813066544133
140838,0.3656338348860596
146050,0.3760587018461418
339541,0.3476582232806524
100996939,0.3172329777426577
19,0.3923604748233665
316,0.3596625480607712
335,0.4078997502222598
1457,0.4737320844703395
1459,0.46189985378364773
1740,0.374182022951902
1741,0.40004151961801954
2521,0.4702867602196461
3984,0.409930224642614
4008,0.4320143481672458
5174,0.3927603285571612
5360,0.35625808837123313
5970,0.4499077770773505
6390,0.4285746057869804
6641,0.3991300745650373
6645,0.4244773883736811
7074,0.41826745675153565
7360,0.42549902844020493
7376,0.3846230614159398
8517,0.4478375049385298
8572,0.37997397168434754
8772,0.406797551192738
8777,0.4106202987491743
8825,0.3783698874904278
9146,0.45692741801626635
9231,0.42543327078043935
9318,0.4408400439238653
9699,0.37002189024156074
9826,0.40765813412312246
10211,0.4524961254872493
10558,0.43090339892665475
10987,0.48021331738437
23365,0.42152466367713004
23673,0.4306241480256542
25814,0.42709279904253195
27295,0.36869092718019364
50944,0.36985144524202523
51678,0.4101832733774665
51735,0.419972103565513
55327,0.42199544498948843
55914,0.4405175566934894
57120,0.42768998579545453
64130,0.3702422810152362
84708,0.44767104193286095
196294,0.3965346942135155
20,0.40040726426463863
109,0.3885237307955966
167,0.28592625565694785
489,0.4036193787570953
498,0.47032119496241337
506,0.4628428688091464
509,0.45563095547726573
515,0.4390821883473466
773,0.3753335540795855
821,0.48702201329390654
861,0.4368921032942617
1047,0.41085667988571917
1213,0.47117218445889775
1813,0.38352074833316746
1859,0.45805700159262164
2261,0.4235630289042752
2983,0.36562689738919246
3077,0.37822135861351547
3106,0.42434652396996325
3107,0.44336562133308793
3109,0.3687403126734151
3117,0.37186414511771515
3122,0.38672259126211644
3123,0.3850303708439898
3359,0.3848765678676999
3362,0.37763580779180056
3824,0.36833151747997783
3914,0.41505126216938054
3956,0.44414225459238943
3965,0.44891208125611515
5097,0.38072470067570235
5283,0.3959155161078238
5395,0.4058807422541441
5445,0.43338431090320256
5727,0.4267617486822873
5826,0.374691322016761
6440,0.39667345972539575
6560,0.4195332230253418
7039,0.38579350937956713
7379,0.37499027010196934
7533,0.4700343927604459
8799,0.3912769802432537
8940,0.4783180678630824
10008,0.4056500505220613
10618,0.47607283148454677
10791,0.3939970148643399
10917,0.3424255886272768
10981,0.38700218906271966
11250,0.40213693941860224
11318,0.413067244003344
23077,0.4386224478182687
23131,0.41995379854421827
23457,0.3422552972310534
23460,0.32627283655881206
23555,0.3955822880955802
23753,0.4243184920949487
26232,0.42425309878690476
26539,0.3679868617041592
29121,0.37929337663615786
51251,0.40014951097452084
54879,0.349195418962018
54940,0.436051774076756
54949,0.39116578365101595
55069,0.37511436413540716
55500,0.37304475762738115
55741,0.3718210936595531
55755,0.4159651167810733
56132,0.3884923995000202
56674,0.38656743364962187
57231,0.38593258697001864
57348,0.37847392713345773
57574,0.37492460649454246
79621,0.390080971659919
79630,0.36346146591723566
79669,0.39865941204460353
81562,0.3964857413275174
81618,0.3910070409674736
84458,0.4293480682679025
84885,0.36320799170671947
89765,0.3904208116376603
93183,0.36499668529216783
112609,0.37355096343969296
114571,0.3713267174101551
118987,0.4450140871091405
135927,0.36910759093608136
148066,0.37762100725063685
150771,0.36059131736526945
158062,0.3549848942598187
165904,0.35134100315422906
200933,0.3900414937759336
202052,0.3736233907243679
223082,0.37895771878072765
283870,0.3984039034072114
286530,0.3822730068043405
388650,0.3663080257004904
390429,0.3449633912747713
21,0.37114791987673346
483,0.4334622998020515
974,0.3962167163565334
1141,0.37065533093539016
1144,0.3581384975653273
2770,0.4094163639067712
3084,0.38326140138029796
3133,0.36992954637077424
3357,0.34468572246270524
3822,0.3479218575091178
5745,0.3719789977607907
6184,0.4761551766740796
6490,0.36124025194961007
9528,0.40444957498163503
10653,0.40176802952275714
27087,0.41945103502318193
54682,0.38333001790332205
55283,0.3633175587775033
55515,0.3770446896767629
57717,0.35646897776462316
58480,0.4372688284281468
59271,0.36425844013458847
65258,0.36886736471353915
79570,0.3436836754712943
79867,0.40432228283676036
84818,0.3645823479330243
221188,0.3660853375888142
222865,0.3440825655310335
283471,0.348633148191703
284996,0.44029612027601334
353174,0.37230959465203445
22,0.43373548212838753
38,0.43151129722104037
360,0.4093902698109199
388,0.4542882738460088
391,0.45997040148947343
399,0.43424373535244276
549,0.41013962199897835
708,0.4666650521880222
1152,0.436417166798777
1158,0.3720149037626209
1351,0.40382237683103167
1355,0.43730852150232613
1431,0.4392823762737365
2058,0.46290958009032385
2235,0.42604466062348
2307,0.39695128231537746
3396,0.42508603194211597
3630,0.4422767959605233
3820,0.35802537948460694
4144,0.44468546637744033
4191,0.44714126601076665
4528,0.4172621367632411
4682,0.4030959104696161
4697,0.43878224833208096
4712,0.3902231582357944
5105,0.40328994181909505
5133,0.36460994115532347
5160,0.4611150993060541
5862,0.44813953488372094
5880,0.4459925475038767
6047,0.4851582366122007
6742,0.46406897216067816
6834,0.40161730685062835
6873,0.4220971239568046
7048,0.42685628211944
7103,0.3520856552959018
7284,0.4689591394709304
7316,0.4871697636202756
7384,0.44389670820759713
7706,0.5083762036670624
8165,0.4466748568646995
8531,0.44762944551557526
8887,0.43849269558094023
9093,0.44823335116652324
9150,0.4243745595489782
9238,0.437526962286856
9439,0.4235630289042752
9512,0.4324797450456718
9617,0.40021599617852915
10016,0.4426425322736252
10102,0.4268468268911286
10128,0.473534181943284
10131,0.45190188077482296
10268,0.38288064535357347
10531,0.40863498526199715
11326,0.3911181473137267
23197,0.458656638263436
23203,0.4276140600035505
23770,0.4500548847420417
23787,0.41045411945130783
23788,0.44732810251172295
25976,0.4797112272840428
26164,0.4182129912971765
26995,0.4253675334422321
27185,0.44357994567469267
28976,0.43386243386243384
29103,0.38638140877829685
51150,0.42277314611671785
51204,0.42369341043512676
51250,0.4086783169324737
51360,0.4051894528785904
51382,0.40490849110125865
54509,0.4496872958088304
54516,0.3928243807970645
54968,0.39477997213799887
55013,0.37788759461897475
56949,0.429501181295413
57017,0.4020446484456499
57381,0.4397435019739394
57505,0.4343220338983051
60492,0.39243238840013034
63933,0.3883906076791293
64745,0.42763303892414894
65003,0.44255104149920765
81622,0.4236561503792459
84376,0.4206505129884305
84709,0.3943114385103335
84759,0.40706394304907156
85451,0.4430088739712171
85476,0.4272158914556822
90550,0.4137945843801671
91574,0.40570983430532453
92014,0.3837193094247197
93377,0.39805825242718446
112399,0.4716219192833892
124995,0.4186854970124932
131118,0.4086436508609721
148808,0.3920810612842842
150274,0.45238989576486055
220064,0.3798840831131964
284415,0.359568592327213
346689,0.37693406099016097
440574,0.3959806016768042
23,0.4444290689360917
752,0.39723768295196865
1108,0.4751571939341635
1616,0.43643693520259097
1653,0.4587221481622548
1660,0.4710339770227328
1781,0.43912221133468543
1874,0.442795100990372
1894,0.4651443468185768
2099,0.5037908496732026
2203,0.4355786618444846
2869,0.40775302058867097
3015,0.4301531318362427
3068,0.4442139234670355
3151,0.4266956001860012
3181,0.4726514594064263
3192,0.48373330655688324
3428,0.46574018126888217
3608,0.4694389631903335
3664,0.3346415671019728
3692,0.4514995313964386
4017,0.43942261646865666
4133,0.4145869191049914
4171,0.4826791573779526
4361,0.4414156454014431
4613,0.4773583036068173
4670,0.4683095168659473
4690,0.41558833678398893
4799,0.44505519885445055
4836,0.429147273010712
5074,0.4264406479596353
5460,0.42207863322746686
5604,0.4380242311276794
5705,0.46183343319352904
5706,0.4513091948100614
5713,0.4427645788336933
5714,0.4321790616309321
5719,0.441537016245446
5984,0.43354031677465804
6045,0.4650882147080829
6157,0.4538175309688663
6625,0.4724776265783989
6850,0.42717800931057415
7187,0.429740639147209
7189,0.4575566900154339
7737,0.45675413022351796
7994,0.43855257168866635
8019,0.44542554666913226
8106,0.4419522040273382
8290,0.43341355345133936
8345,0.4206596956929861
8453,0.4588204481059073
8726,0.45700327277901626
8891,0.42479553821396293
8892,0.419743405432486
8924,0.4531558649233374
9025,0.4395027939331737
9343,0.48835500139385185
9493,0.4735574560110095
9576,0.3718210936595531
9782,0.4703900795781868
10112,0.4694275274056029
10155,0.4894216849109796
10285,0.4167748075093001
10528,0.4571442127487961
10643,0.4593892292655017
10949,0.45031781641428303
11060,0.46642784528247083
22981,0.4328294512701871
23019,0.4509184509184509
23070,0.4338819714948326
23239,0.43758657492563074
23322,0.4073134643838512
23363,0.4659654213517108
23376,0.47679136975455266
23644,0.4325088656461822
25898,0.4395328680260937
25920,0.4181131747960424
26043,0.43254769921436587
26471,0.45992648813785864
27000,0.41835826404116283
27292,0.43329660693004746
29117,0.45349712887131693
29979,0.4498027590392381
51493,0.44517857967934205
51548,0.44795202008461577
51637,0.43341355345133936
54101,0.44087030131094285
54760,0.32334384858044163
55379,0.4683891981235264
55611,0.43724898459304307
57721,0.45550171374542014
57821,0.3535650067887417
63893,0.4614242612901681
64210,0.43864241651681046
65260,0.407158553076403
65992,0.4843777492898977
79718,0.43712995939477806
80227,0.395533570065067
81533,0.4502020886386468
81789,0.35075265294235425
83732,0.4552972308855496
83987,0.46326569862486777
148022,0.3710835949084327
149628,0.42304230423042305
285527,0.401190872751499
24,0.3347927308106606
1258,0.3315782228646156
6185,0.46687987595096186
22913,0.4479624334565404
25,0.44365143317601013
27,0.41845819761129205
58,0.4419420682063161
142,0.4862232539362132
160,0.4482750599018308
163,0.4485567970204842
274,0.4164325539179669
322,0.430913034727968
367,0.47206094902133705
545,0.43209184474291995
598,0.43233420084357893
613,0.4385026737967914
684,0.39307278067885115
695,0.4149440137812231
718,0.41914083741163677
842,0.3861181798144549
847,0.42539570409942823
867,0.46059707914047376
868,0.40209498372423
894,0.41405242801890846
930,0.3545929633446195
983,0.46428141187808697
1020,0.4342828810961868
1027,0.4207607319096904
1173,0.4503599139945779
1385,0.4252455036963478
1398,0.4415876071313992
1399,0.4368029739776952
1499,0.48042882074295684
1501,0.3951280526564006
1612,0.41020073653064265
1642,0.4677297992669725
1643,0.4079601990049751
1655,0.46929034143490334
1796,0.37674245830808034
1856,0.45478145945435666
1937,0.45915935951200915
2010,0.47344110854503463
2017,0.4534331027342463
2042,0.4107165693337312
2048,0.43458650007893374
2060,0.4344493292751663
2065,0.43672377844257093
2066,0.4097210409933662
2130,0.47198001371607723
2353,0.4267617486822873
2475,0.45475999433614955
2547,0.47435013784954705
2703,0.37602934863208837
2876,0.40161730685062835
2889,0.4017931609674729
2906,0.37971939780878067
2962,0.4280985493079777
3055,0.4321693691269147
3308,0.4722460482783973
3329,0.4824857908310173
3609,0.47764227642276424
3636,0.43019154351029154
3716,0.43677327228631657
3717,0.4219307656937663
3725,0.45310258882174514
3815,0.3807773628154208
3881,0.42631800181411916
4155,0.40856567369871727
4193,0.4623875224955009
4194,0.4120074405080071
4439,0.3660158030694423
4582,0.4140702221840217
4733,0.4440399105928981
4734,0.45067589690818094
4739,0.3999418870117471
4792,0.41667567626008173
5052,0.4554048305525358
5062,0.4410014646649579
5111,0.46035500131393486
5144,0.40777027741921834
5203,0.4029357644697223
5295,0.4497712631873775
5296,0.4356082012794719
5335,0.4380242311276794
5359,0.41884020170405145
5430,0.4582857686453577
5587,0.42288448033707865
5590,0.44516829533116176
5591,0.4728950403690888
5685,0.4483063465475526
5688,0.4480145075792802
5710,0.4548136609313413
5770,0.455792610814135
5777,0.42010028340963596
5782,0.4282412551668963
5829,0.43971339905074847
5883,0.40554760501725734
5890,0.3816068281284037
5893,0.40387315825875547
5901,0.45811144922023583
5921,0.430576037896054
5925,0.4395529197080292
5989,0.40009135453865957
6091,0.41349269360341606
6098,0.3846921664137986
6167,0.41682889898334413
6176,0.4529854254818994
6198,0.4302107519199857
6227,0.43289751538841714
6452,0.3824323251567834
6461,0.41999041018264244
6464,0.4496453238753033
6549,0.3560803444389009
6654,0.40404252196339085
6655,0.39366700715015324
6697,0.40209498372423
6700,0.3712480252764613
6708,0.4075632918085489
6709,0.46219898301832485
6714,0.4648638216775625
6733,0.46255400864138263
6764,0.3790024388325073
6789,0.42036604786108506
7013,0.4314050326855915
7015,0.4093207018140108
7112,0.47091886608015643
7161,0.41454232548133807
7275,0.36347517730496454
7409,0.4202102141392996
7529,0.4767205976943249
7531,0.48375759401516294
7535,0.39779530159778703
7874,0.47279061779282594
8061,0.3803789972364785
8202,0.4242437585311083
8412,0.4111021035115416
8450,0.4632322892377221
8451,0.4744202077896499
8470,0.40449202350965574
8651,0.41185774130118835
8751,0.40350950665884916
8925,0.419514956241564
8936,0.40599190965784593
9021,0.40624011805628757
9043,0.4423783287419651
9046,0.3993037568122008
9051,0.37838474679443124
9329,0.43127951478256976
9402,0.3982310029138854
9564,0.45269809946672307
9610,0.4098168903255992
10006,0.4267617486822873
10075,0.47143730886850155
10152,0.4356574425755109
10163,0.42444933920704847
10174,0.4197159783934483
10273,0.46592035590802483
10298,0.43067226890756305
10413,0.46763899337491205
10580,0.40585509688289806
10728,0.4456830954969124
10787,0.4363381110884677
10970,0.4619884442952698
10971,0.4835754975030741
11073,0.4179046214569192
11116,0.4057525477975238
11183,0.4198440019172949
11184,0.4058123617984627
23327,0.4452505834238314
23385,0.42633686585986413
23616,0.36734149224141216
25793,0.4530386740331492
25825,0.3939970148643399
25906,0.39029429040163655
26469,0.39548486403283734
26524,0.4346257076482396
28996,0.41786837254689363
30011,0.4434982738780207
50937,0.36131475821723885
51466,0.3927843456991439
51507,0.41234245608028586
54206,0.41100565212754614
55114,0.4104716056746049
55589,0.41522118554590703
55740,0.42764252901622246
55824,0.3819547679927058
56897,0.4185309065635724
56961,0.35419538645345094
57506,0.4383530482256597
57763,0.371512849678999
58513,0.43144366827870323
64780,0.3888922524267926
65979,0.4256118031628236
79705,0.40169265404819476
79930,0.3913405495420483
80018,0.4128283131239556
80725,0.38135760934098556
81928,0.36786041539401343
83939,0.42465511922076776
